restid,nombre_restaurant,direccion,telefono,descripcion_restaurant,rid,pid,nombre_plato,descripcion,precio
19,Mendoza y Asociados,Diagonal Guanajuato 067 Interior 775,+56998398300,Voluptatem non consequatur recusandae. Labore magni earum tenetur rem. Et odio quidem minus aperiam nulla assumenda.,3,196,Ensalada de lentejas con endivias,Accusamus quos deserunt eligendi. Delectus suscipit aut iusto aspernatur itaque nostrum perferendis.,13093.65
19,Mendoza y Asociados,Diagonal Guanajuato 067 Interior 775,+56998398300,Voluptatem non consequatur recusandae. Labore magni earum tenetur rem. Et odio quidem minus aperiam nulla assumenda.,3,197,Ensalada de champiñón y calabacín,Doloremque vitae ullam nemo corporis voluptate nostrum. Dolorum rem enim libero nemo harum. Quisquam quam sapiente soluta nostrum sit omnis. A soluta dolorem natus optio amet provident.,10020.28
19,Mendoza y Asociados,Diagonal Guanajuato 067 Interior 775,+56998398300,Voluptatem non consequatur recusandae. Labore magni earum tenetur rem. Et odio quidem minus aperiam nulla assumenda.,3,198,Fajitas,Velit autem nobis dicta vel voluptate. Culpa explicabo quasi non ea.,17613.38
19,Mendoza y Asociados,Diagonal Guanajuato 067 Interior 775,+56998398300,Voluptatem non consequatur recusandae. Labore magni earum tenetur rem. Et odio quidem minus aperiam nulla assumenda.,3,199,Macarrones con verduras,Odio saepe iste in deleniti consequuntur corrupti. Optio perspiciatis error adipisci quia perferendis voluptates. Ullam voluptatibus voluptate blanditiis dignissimos maiores neque.,9271.5
20,Fuentes S. R.L. de C.V.,"Calle Andorra 290 Edif. 405 , Depto. 481",+56924789742,Tempora beatae id a. Molestiae delectus ipsa distinctio quaerat facilis illum. Ipsa delectus corporis sunt assumenda quia deserunt. Rerum esse omnis cupiditate.,4,200,"Ensalada de espinacas, queso de cabra, piñones, bacon",Quaerat vitae provident quidem. Deleniti qui consequatur tempora possimus ab.,10844.24
20,Fuentes S. R.L. de C.V.,"Calle Andorra 290 Edif. 405 , Depto. 481",+56924789742,Tempora beatae id a. Molestiae delectus ipsa distinctio quaerat facilis illum. Ipsa delectus corporis sunt assumenda quia deserunt. Rerum esse omnis cupiditate.,4,201,Ensalada templada de espinacas y verduritas,Amet tempora accusamus ex tempora aperiam veritatis. Debitis doloremque recusandae illo.,3190.04
20,Fuentes S. R.L. de C.V.,"Calle Andorra 290 Edif. 405 , Depto. 481",+56924789742,Tempora beatae id a. Molestiae delectus ipsa distinctio quaerat facilis illum. Ipsa delectus corporis sunt assumenda quia deserunt. Rerum esse omnis cupiditate.,4,202,"Ensalada de tomate, bacalao y queso de cabra",Natus fugiat vitae expedita aperiam distinctio culpa.,18786.11
20,Fuentes S. R.L. de C.V.,"Calle Andorra 290 Edif. 405 , Depto. 481",+56924789742,Tempora beatae id a. Molestiae delectus ipsa distinctio quaerat facilis illum. Ipsa delectus corporis sunt assumenda quia deserunt. Rerum esse omnis cupiditate.,4,203,Solomillo al hojaldre,Voluptatibus neque dolorum unde totam. Ad reiciendis ad quidem suscipit accusamus. Libero eum aspernatur iusto repudiandae animi quas mollitia.,24695.23
20,Fuentes S. R.L. de C.V.,"Calle Andorra 290 Edif. 405 , Depto. 481",+56924789742,Tempora beatae id a. Molestiae delectus ipsa distinctio quaerat facilis illum. Ipsa delectus corporis sunt assumenda quia deserunt. Rerum esse omnis cupiditate.,4,204,Arroz con calabacines,Laboriosam architecto vitae tenetur quis dolor expedita. Labore quis totam alias sapiente. Error saepe id facilis doloribus est aperiam.,13159.37
20,Fuentes S. R.L. de C.V.,"Calle Andorra 290 Edif. 405 , Depto. 481",+56924789742,Tempora beatae id a. Molestiae delectus ipsa distinctio quaerat facilis illum. Ipsa delectus corporis sunt assumenda quia deserunt. Rerum esse omnis cupiditate.,4,205,Revuelto de ajetes y gambas,Placeat est asperiores cumque excepturi. Mollitia sit doloremque numquam. Et voluptatibus nesciunt sunt minus ipsum.,3791.6
20,Fuentes S. R.L. de C.V.,"Calle Andorra 290 Edif. 405 , Depto. 481",+56924789742,Tempora beatae id a. Molestiae delectus ipsa distinctio quaerat facilis illum. Ipsa delectus corporis sunt assumenda quia deserunt. Rerum esse omnis cupiditate.,4,206,Lenguado frito,Reiciendis delectus reprehenderit nulla facilis eligendi. Reprehenderit in quia fuga. Sed ducimus corporis reiciendis.,15431.85
20,Fuentes S. R.L. de C.V.,"Calle Andorra 290 Edif. 405 , Depto. 481",+56924789742,Tempora beatae id a. Molestiae delectus ipsa distinctio quaerat facilis illum. Ipsa delectus corporis sunt assumenda quia deserunt. Rerum esse omnis cupiditate.,4,207,Atún a la plancha marinado en mostaza,Nulla voluptatibus quasi. Fugiat accusamus quod dolores cupiditate quae. Aspernatur voluptatem harum. Accusantium incidunt dignissimos praesentium repudiandae fuga fugiat ratione.,17967.04
20,Fuentes S. R.L. de C.V.,"Calle Andorra 290 Edif. 405 , Depto. 481",+56924789742,Tempora beatae id a. Molestiae delectus ipsa distinctio quaerat facilis illum. Ipsa delectus corporis sunt assumenda quia deserunt. Rerum esse omnis cupiditate.,4,208,Huevos rellenos,Sint possimus quia facilis molestiae ut. Maxime culpa perferendis commodi. Dolore eaque esse illo voluptates.,19369.59
20,Fuentes S. R.L. de C.V.,"Calle Andorra 290 Edif. 405 , Depto. 481",+56924789742,Tempora beatae id a. Molestiae delectus ipsa distinctio quaerat facilis illum. Ipsa delectus corporis sunt assumenda quia deserunt. Rerum esse omnis cupiditate.,4,209,Cuscús con vinagreta de alcachofa asada,Libero doloribus odit ipsam. Consequatur eos assumenda corporis laudantium.,18481.97
21,"Corporacin Moya, Medrano y Borrego",Cerrada Norte Juárez 010 726,+56928813348,Sapiente nulla doloribus rem. Minima maxime aliquam nobis accusamus impedit. Sed iusto minus eos architecto voluptatum beatae.,4,210,Flamenquines,Quisquam repudiandae inventore officia exercitationem. Quam aperiam voluptatem recusandae. Nesciunt officia aperiam cumque commodi error vel aliquam.,20715.64
21,"Corporacin Moya, Medrano y Borrego",Cerrada Norte Juárez 010 726,+56928813348,Sapiente nulla doloribus rem. Minima maxime aliquam nobis accusamus impedit. Sed iusto minus eos architecto voluptatum beatae.,4,211,Pollo al limón,Exercitationem nihil tempore nobis facere culpa nobis. Aliquid omnis ratione odit corporis modi. Autem repellendus iste sit doloribus.,11250.84
21,"Corporacin Moya, Medrano y Borrego",Cerrada Norte Juárez 010 726,+56928813348,Sapiente nulla doloribus rem. Minima maxime aliquam nobis accusamus impedit. Sed iusto minus eos architecto voluptatum beatae.,4,212,Fideos con calabacines,Fuga et aperiam laudantium temporibus eaque perferendis quas. Ad tenetur distinctio. Aspernatur minima repellat ab.,20072.6
21,"Corporacin Moya, Medrano y Borrego",Cerrada Norte Juárez 010 726,+56928813348,Sapiente nulla doloribus rem. Minima maxime aliquam nobis accusamus impedit. Sed iusto minus eos architecto voluptatum beatae.,4,213,Ensalada de garbanzos con comino,Nam quaerat dolores. Tempore quod culpa recusandae delectus unde harum molestias.,14044.54
21,"Corporacin Moya, Medrano y Borrego",Cerrada Norte Juárez 010 726,+56928813348,Sapiente nulla doloribus rem. Minima maxime aliquam nobis accusamus impedit. Sed iusto minus eos architecto voluptatum beatae.,4,214,Requetés,Expedita odit architecto nesciunt deserunt quia dolorum. Nesciunt deleniti ratione odit.,4880.6
21,"Corporacin Moya, Medrano y Borrego",Cerrada Norte Juárez 010 726,+56928813348,Sapiente nulla doloribus rem. Minima maxime aliquam nobis accusamus impedit. Sed iusto minus eos architecto voluptatum beatae.,4,215,Macarrones con verduras,Ullam nemo culpa ipsam nostrum. Atque esse odit dolor ratione asperiores. Accusantium necessitatibus optio porro reiciendis.,22364.98
21,"Corporacin Moya, Medrano y Borrego",Cerrada Norte Juárez 010 726,+56928813348,Sapiente nulla doloribus rem. Minima maxime aliquam nobis accusamus impedit. Sed iusto minus eos architecto voluptatum beatae.,4,216,Salchichas al vino,Dolor quis praesentium occaecati quis impedit nesciunt. Minus nulla earum sunt.,22756.09
21,"Corporacin Moya, Medrano y Borrego",Cerrada Norte Juárez 010 726,+56928813348,Sapiente nulla doloribus rem. Minima maxime aliquam nobis accusamus impedit. Sed iusto minus eos architecto voluptatum beatae.,4,217,Pollo al ajillo,Omnis atque temporibus nisi. Nam incidunt tenetur quam ratione.,10692.16
21,"Corporacin Moya, Medrano y Borrego",Cerrada Norte Juárez 010 726,+56928813348,Sapiente nulla doloribus rem. Minima maxime aliquam nobis accusamus impedit. Sed iusto minus eos architecto voluptatum beatae.,4,218,Ensalada de lentejas con endivias,In dolores animi doloremque eaque dolorem eum sit.,8519.53
21,"Corporacin Moya, Medrano y Borrego",Cerrada Norte Juárez 010 726,+56928813348,Sapiente nulla doloribus rem. Minima maxime aliquam nobis accusamus impedit. Sed iusto minus eos architecto voluptatum beatae.,4,219,Ensalada de zanahorias con frutos secos,Praesentium architecto ullam esse perspiciatis at. Tempore quas quidem nulla incidunt placeat a.,22948.84
22,"Urbina, Cazares y Trejo",Eje vial Camerún 651 Interior 847,+56953314854,Repellat corporis ad maiores. Tempore placeat enim nulla laboriosam ipsum iure. Ea aut ex consectetur neque animi.,4,220,Ensalada tibia de judías verdes con vinagreta de tomate,Nisi voluptate in vitae. Commodi qui reiciendis est. Repellat ut magnam illum illo odio. Expedita nemo nisi expedita numquam facere fugit.,18371.85
22,"Urbina, Cazares y Trejo",Eje vial Camerún 651 Interior 847,+56953314854,Repellat corporis ad maiores. Tempore placeat enim nulla laboriosam ipsum iure. Ea aut ex consectetur neque animi.,4,221,Legumbres salteadas con chorizo,Odit ullam officia nesciunt perferendis alias. Maxime cumque nulla.,12289.48
22,"Urbina, Cazares y Trejo",Eje vial Camerún 651 Interior 847,+56953314854,Repellat corporis ad maiores. Tempore placeat enim nulla laboriosam ipsum iure. Ea aut ex consectetur neque animi.,4,222,Paella,Sed ea sint mollitia doloremque dolore. Perspiciatis veritatis reiciendis optio consequatur quibusdam beatae rem.,17438.85
22,"Urbina, Cazares y Trejo",Eje vial Camerún 651 Interior 847,+56953314854,Repellat corporis ad maiores. Tempore placeat enim nulla laboriosam ipsum iure. Ea aut ex consectetur neque animi.,4,223,Tortillitas,Architecto architecto maiores numquam ad magni optio. Dolore quae repudiandae nemo sapiente aut. Deserunt soluta repellendus perferendis.,15189.5
22,"Urbina, Cazares y Trejo",Eje vial Camerún 651 Interior 847,+56953314854,Repellat corporis ad maiores. Tempore placeat enim nulla laboriosam ipsum iure. Ea aut ex consectetur neque animi.,4,224,Tortilla de calabacín,Pariatur exercitationem in deserunt. Soluta ex ipsum nam occaecati consequuntur quaerat. Incidunt possimus itaque voluptate corporis.,4595.59
22,"Urbina, Cazares y Trejo",Eje vial Camerún 651 Interior 847,+56953314854,Repellat corporis ad maiores. Tempore placeat enim nulla laboriosam ipsum iure. Ea aut ex consectetur neque animi.,4,225,Sanjacobo,Iusto quidem iusto tempore. Maxime officia debitis quae officiis dolores quod. Molestias praesentium beatae iste.,8192.03
22,"Urbina, Cazares y Trejo",Eje vial Camerún 651 Interior 847,+56953314854,Repellat corporis ad maiores. Tempore placeat enim nulla laboriosam ipsum iure. Ea aut ex consectetur neque animi.,4,226,Ensalada de canónigos y queso de cabra,Ea libero eos neque at labore. Harum occaecati similique.,17798.04
22,"Urbina, Cazares y Trejo",Eje vial Camerún 651 Interior 847,+56953314854,Repellat corporis ad maiores. Tempore placeat enim nulla laboriosam ipsum iure. Ea aut ex consectetur neque animi.,4,227,Cuscús al estilo griego,Quaerat deserunt culpa nostrum. Impedit reprehenderit consequatur eum ipsa laborum. Blanditiis deserunt culpa occaecati.,14981.23
22,"Urbina, Cazares y Trejo",Eje vial Camerún 651 Interior 847,+56953314854,Repellat corporis ad maiores. Tempore placeat enim nulla laboriosam ipsum iure. Ea aut ex consectetur neque animi.,4,228,Fettuccini con espárragos y jamón,Quidem esse nobis expedita minus. Quidem assumenda veniam molestiae.,19257.26
22,"Urbina, Cazares y Trejo",Eje vial Camerún 651 Interior 847,+56953314854,Repellat corporis ad maiores. Tempore placeat enim nulla laboriosam ipsum iure. Ea aut ex consectetur neque animi.,4,229,Cuscús con verduras,Labore molestiae repellendus aspernatur. Ipsum alias eaque voluptatem ipsum sint pariatur magnam.,15298.55
23,Proyectos Jasso-Muñoz,Callejón Norte Caraballo 912 321,+56995953420,Natus nihil consequatur sint omnis nemo laboriosam. Nihil perspiciatis excepturi. Recusandae at odit. Necessitatibus quos eius minus asperiores.,4,230,Bacalao estilo Rocío,Repellat consequatur quaerat repellendus. Temporibus voluptates facere.,15719.64
23,Proyectos Jasso-Muñoz,Callejón Norte Caraballo 912 321,+56995953420,Natus nihil consequatur sint omnis nemo laboriosam. Nihil perspiciatis excepturi. Recusandae at odit. Necessitatibus quos eius minus asperiores.,4,231,Empanada de bonito,Aliquam harum sint ea dolor recusandae. Quia excepturi praesentium. Facere rem accusantium sequi.,21389.77
23,Proyectos Jasso-Muñoz,Callejón Norte Caraballo 912 321,+56995953420,Natus nihil consequatur sint omnis nemo laboriosam. Nihil perspiciatis excepturi. Recusandae at odit. Necessitatibus quos eius minus asperiores.,4,232,Cuscús al estilo griego,Reiciendis hic molestias ducimus eveniet magni eius autem. Incidunt accusantium voluptate reprehenderit accusantium corporis. Aperiam perferendis doloremque.,17669.41
23,Proyectos Jasso-Muñoz,Callejón Norte Caraballo 912 321,+56995953420,Natus nihil consequatur sint omnis nemo laboriosam. Nihil perspiciatis excepturi. Recusandae at odit. Necessitatibus quos eius minus asperiores.,4,233,Marmitako,Modi voluptas totam molestias eum. Voluptatibus nostrum deserunt autem facere. Suscipit inventore libero modi.,19358.05
23,Proyectos Jasso-Muñoz,Callejón Norte Caraballo 912 321,+56995953420,Natus nihil consequatur sint omnis nemo laboriosam. Nihil perspiciatis excepturi. Recusandae at odit. Necessitatibus quos eius minus asperiores.,4,234,Ensalada de queso de cabra con mermelada de frambuesa,Voluptas id ex. Facilis tenetur at minima.,5193.66
23,Proyectos Jasso-Muñoz,Callejón Norte Caraballo 912 321,+56995953420,Natus nihil consequatur sint omnis nemo laboriosam. Nihil perspiciatis excepturi. Recusandae at odit. Necessitatibus quos eius minus asperiores.,4,235,Tortilla de calabacín,Saepe nesciunt sequi vel unde cupiditate. Ipsum expedita corporis delectus perferendis possimus.,16200.23
23,Proyectos Jasso-Muñoz,Callejón Norte Caraballo 912 321,+56995953420,Natus nihil consequatur sint omnis nemo laboriosam. Nihil perspiciatis excepturi. Recusandae at odit. Necessitatibus quos eius minus asperiores.,4,236,Spaguetti carbonara,Corporis voluptate mollitia temporibus ipsam quas molestiae. Cupiditate minus error ea.,13912.04
23,Proyectos Jasso-Muñoz,Callejón Norte Caraballo 912 321,+56995953420,Natus nihil consequatur sint omnis nemo laboriosam. Nihil perspiciatis excepturi. Recusandae at odit. Necessitatibus quos eius minus asperiores.,4,237,"Pasta con alcachofas, tomate y aceitunas negras",Culpa optio quisquam sit at. Vero assumenda molestiae repellendus nesciunt dolores a dolorem. Provident tenetur deserunt quis.,13427.16
23,Proyectos Jasso-Muñoz,Callejón Norte Caraballo 912 321,+56995953420,Natus nihil consequatur sint omnis nemo laboriosam. Nihil perspiciatis excepturi. Recusandae at odit. Necessitatibus quos eius minus asperiores.,4,238,Ensalada de espinacas en pomelo,Esse deserunt illo perferendis. Quibusdam nobis voluptatibus cumque quae suscipit possimus. Dolores voluptatibus corporis dolor hic exercitationem.,12078.03
23,Proyectos Jasso-Muñoz,Callejón Norte Caraballo 912 321,+56995953420,Natus nihil consequatur sint omnis nemo laboriosam. Nihil perspiciatis excepturi. Recusandae at odit. Necessitatibus quos eius minus asperiores.,4,239,Ensalada de Valencia,Quaerat voluptas nam aliquam adipisci ullam soluta. Velit ratione aperiam harum quibusdam sapiente.,5086.28
24,Grupo Quiñónez y de la Crúz,Prolongación Jamaica 927 149,+56912896995,Neque placeat enim. Consequatur soluta pariatur voluptas.,4,240,Canelones de atún,Dicta necessitatibus odit sapiente numquam. Unde quas sequi qui fugiat odit.,19149.69
24,Grupo Quiñónez y de la Crúz,Prolongación Jamaica 927 149,+56912896995,Neque placeat enim. Consequatur soluta pariatur voluptas.,4,241,Ensalada de espinacas en pomelo,Enim nostrum fugit sed. Ab qui culpa consequatur quaerat laboriosam.,3482.2
24,Grupo Quiñónez y de la Crúz,Prolongación Jamaica 927 149,+56912896995,Neque placeat enim. Consequatur soluta pariatur voluptas.,4,242,Ensalada Simone,Provident ducimus doloremque placeat enim hic. Ea repellat quas nisi. Illo repellat odio.,8297.26
24,Grupo Quiñónez y de la Crúz,Prolongación Jamaica 927 149,+56912896995,Neque placeat enim. Consequatur soluta pariatur voluptas.,4,243,Albóndigas,Error magnam sunt perspiciatis explicabo at. Temporibus quasi quibusdam tenetur adipisci vel totam exercitationem. Quos delectus veritatis facilis reprehenderit.,12310.72
24,Grupo Quiñónez y de la Crúz,Prolongación Jamaica 927 149,+56912896995,Neque placeat enim. Consequatur soluta pariatur voluptas.,4,244,Arroz a la campesina,Commodi aliquid laboriosam magni ab. Consectetur quia asperiores eaque voluptatibus. Tempore temporibus tempore ad.,19050.8
24,Grupo Quiñónez y de la Crúz,Prolongación Jamaica 927 149,+56912896995,Neque placeat enim. Consequatur soluta pariatur voluptas.,4,245,Legumbres salteadas con chorizo,Dolore in similique aliquid. Voluptatibus ullam alias laboriosam nam fugit. Voluptas nihil fuga est.,13445.06
24,Grupo Quiñónez y de la Crúz,Prolongación Jamaica 927 149,+56912896995,Neque placeat enim. Consequatur soluta pariatur voluptas.,4,246,Arroz con arrosillo,Laudantium mollitia suscipit fugiat repudiandae. Expedita error nisi. Harum occaecati at hic alias.,10419.75
24,Grupo Quiñónez y de la Crúz,Prolongación Jamaica 927 149,+56912896995,Neque placeat enim. Consequatur soluta pariatur voluptas.,4,247,Macarrones con berenjenas,Ipsum ad ullam minima soluta deleniti sunt. Magni quod numquam. Adipisci veniam quaerat mollitia cum laudantium.,16077.78
24,Grupo Quiñónez y de la Crúz,Prolongación Jamaica 927 149,+56912896995,Neque placeat enim. Consequatur soluta pariatur voluptas.,4,248,Caballa en escabeche,In numquam cum similique adipisci mollitia sit. Consectetur delectus aliquid voluptas et ipsa natus. Minus quaerat veniam corporis nam maxime.,14079.72
24,Grupo Quiñónez y de la Crúz,Prolongación Jamaica 927 149,+56912896995,Neque placeat enim. Consequatur soluta pariatur voluptas.,4,249,Mafaldine a la livornese,Qui voluptate ducimus rem mollitia minus explicabo. Voluptas provident labore cum est voluptas.,21602.6
25,Zarate S.A. de C.V.,Circuito Norte Cruz 060 Interior 837,+56939864105,Corporis qui at sapiente. Ad nisi architecto voluptate minima voluptatibus consectetur.,5,250,Estofado de ternera a la sidra,Asperiores quos ad tenetur recusandae voluptate. Ipsa sunt id eius.,12125.82
25,Zarate S.A. de C.V.,Circuito Norte Cruz 060 Interior 837,+56939864105,Corporis qui at sapiente. Ad nisi architecto voluptate minima voluptatibus consectetur.,5,251,Bonito a la vasca,Tempora vitae reiciendis occaecati. Corrupti hic magni dolor dolores possimus asperiores.,19247.02
25,Zarate S.A. de C.V.,Circuito Norte Cruz 060 Interior 837,+56939864105,Corporis qui at sapiente. Ad nisi architecto voluptate minima voluptatibus consectetur.,5,252,Raviolis de queso y nueces con pesto de calabacines,Eum explicabo et cum laudantium. Quidem voluptates quae. Consequatur soluta incidunt.,22549.05
25,Zarate S.A. de C.V.,Circuito Norte Cruz 060 Interior 837,+56939864105,Corporis qui at sapiente. Ad nisi architecto voluptate minima voluptatibus consectetur.,5,253,"Pasta con alcachofas, tomate y aceitunas negras",In nulla nobis reprehenderit dolore. Voluptatum recusandae aut sed recusandae eligendi. Aspernatur repellendus earum perspiciatis.,22914.62
25,Zarate S.A. de C.V.,Circuito Norte Cruz 060 Interior 837,+56939864105,Corporis qui at sapiente. Ad nisi architecto voluptate minima voluptatibus consectetur.,5,254,Ensalada malagueña,A cupiditate iure eveniet odio. Beatae pariatur iure. Fugit natus asperiores aliquam aperiam.,11818.82
25,Zarate S.A. de C.V.,Circuito Norte Cruz 060 Interior 837,+56939864105,Corporis qui at sapiente. Ad nisi architecto voluptate minima voluptatibus consectetur.,5,255,Dorada a la sal.,Dolorem eius aliquid maiores ipsa nisi asperiores.,22686.96
25,Zarate S.A. de C.V.,Circuito Norte Cruz 060 Interior 837,+56939864105,Corporis qui at sapiente. Ad nisi architecto voluptate minima voluptatibus consectetur.,5,256,Canelones de atún,Cupiditate ab ab earum. Nemo qui suscipit beatae ut quibusdam ea. Ipsum eius ratione provident distinctio culpa.,13544.66
25,Zarate S.A. de C.V.,Circuito Norte Cruz 060 Interior 837,+56939864105,Corporis qui at sapiente. Ad nisi architecto voluptate minima voluptatibus consectetur.,5,257,Spaguetti con salmón,Itaque a saepe iure nostrum. Commodi sapiente dolor.,9336.11
25,Zarate S.A. de C.V.,Circuito Norte Cruz 060 Interior 837,+56939864105,Corporis qui at sapiente. Ad nisi architecto voluptate minima voluptatibus consectetur.,5,258,Ensalada de pollo con endibias y champiñones crudos,Ipsa optio tenetur temporibus voluptatibus eum nemo. Minus suscipit exercitationem expedita.,6965.64
25,Zarate S.A. de C.V.,Circuito Norte Cruz 060 Interior 837,+56939864105,Corporis qui at sapiente. Ad nisi architecto voluptate minima voluptatibus consectetur.,5,259,Arroz a la cubana,Quas culpa nam temporibus quaerat quasi dolor. Autem amet sit.,9578.89
26,"Despacho Ceballos, Carrera y Salcido","Calle Santiago 541 Edif. 225 , Depto. 341",+56902635584,Consequuntur excepturi sint esse ut nemo velit. Ea officiis maiores exercitationem. Assumenda labore natus libero labore.,5,260,"Ensalada de rúcula, queso y frutos secos",Incidunt ad debitis natus asperiores eaque. Possimus aspernatur vero quidem possimus vel. Rem sit vero accusamus delectus qui expedita.,19175.67
26,"Despacho Ceballos, Carrera y Salcido","Calle Santiago 541 Edif. 225 , Depto. 341",+56902635584,Consequuntur excepturi sint esse ut nemo velit. Ea officiis maiores exercitationem. Assumenda labore natus libero labore.,5,261,Ensalada de arroz salvaje,Impedit accusantium soluta nisi. Itaque ex rem sint ut illum consectetur. Illum non tempora quaerat consequatur.,13854.0
26,"Despacho Ceballos, Carrera y Salcido","Calle Santiago 541 Edif. 225 , Depto. 341",+56902635584,Consequuntur excepturi sint esse ut nemo velit. Ea officiis maiores exercitationem. Assumenda labore natus libero labore.,5,262,Ensalada de queso de cabra con mermelada de frambuesa,Quaerat laboriosam assumenda molestiae ducimus quos perferendis. Repudiandae assumenda doloribus vel. Occaecati voluptatem delectus dolore atque ratione quam.,13743.76
61,Laboratorios Cervántez-Mora,"Pasaje Anaya 266 Edif. 015 , Depto. 226",+56997682186,Praesentium animi iusto. Iure reprehenderit voluptas in blanditiis quo blanditiis totam.,12,614,Ensalada de arroz basmati,Est totam illo est illum laborum impedit.,20300.09
26,"Despacho Ceballos, Carrera y Salcido","Calle Santiago 541 Edif. 225 , Depto. 341",+56902635584,Consequuntur excepturi sint esse ut nemo velit. Ea officiis maiores exercitationem. Assumenda labore natus libero labore.,5,263,Pollo a la cerveza,Repellendus laborum excepturi ad deserunt assumenda asperiores. Ducimus nulla animi excepturi ab expedita quos. Atque totam voluptatem nihil.,3680.55
26,"Despacho Ceballos, Carrera y Salcido","Calle Santiago 541 Edif. 225 , Depto. 341",+56902635584,Consequuntur excepturi sint esse ut nemo velit. Ea officiis maiores exercitationem. Assumenda labore natus libero labore.,5,264,Ensalada de pera y queso emmenthal ,Magnam possimus veritatis officiis sint eum. Nobis quibusdam quas tenetur. Aut culpa ut sunt dolorum deleniti.,2298.36
26,"Despacho Ceballos, Carrera y Salcido","Calle Santiago 541 Edif. 225 , Depto. 341",+56902635584,Consequuntur excepturi sint esse ut nemo velit. Ea officiis maiores exercitationem. Assumenda labore natus libero labore.,5,265,Brochetas de solomillo.,Exercitationem aperiam iure numquam vel nemo. Autem odit quasi pariatur saepe ab.,16028.47
26,"Despacho Ceballos, Carrera y Salcido","Calle Santiago 541 Edif. 225 , Depto. 341",+56902635584,Consequuntur excepturi sint esse ut nemo velit. Ea officiis maiores exercitationem. Assumenda labore natus libero labore.,5,266,salpicón de marisco,Voluptate excepturi repellat eius accusamus. Veritatis consequatur consectetur non alias quae. Velit quisquam omnis officia.,5807.89
26,"Despacho Ceballos, Carrera y Salcido","Calle Santiago 541 Edif. 225 , Depto. 341",+56902635584,Consequuntur excepturi sint esse ut nemo velit. Ea officiis maiores exercitationem. Assumenda labore natus libero labore.,5,267,Ensalada de espinacas con jamón y vinagreta de cacahuetes,Dolores qui aliquam facilis fugiat. Voluptas accusamus ad accusamus. Odio quibusdam reiciendis blanditiis explicabo odio. Amet cumque natus doloremque occaecati.,11978.25
26,"Despacho Ceballos, Carrera y Salcido","Calle Santiago 541 Edif. 225 , Depto. 341",+56902635584,Consequuntur excepturi sint esse ut nemo velit. Ea officiis maiores exercitationem. Assumenda labore natus libero labore.,5,268,Pollo marinado con salsa de limón y miel,Rem ut autem error ut eligendi commodi amet. At laudantium sint numquam.,8094.01
26,"Despacho Ceballos, Carrera y Salcido","Calle Santiago 541 Edif. 225 , Depto. 341",+56902635584,Consequuntur excepturi sint esse ut nemo velit. Ea officiis maiores exercitationem. Assumenda labore natus libero labore.,5,269,Bonito escabechado a la riojana,Quis aliquam consequuntur repellat impedit officia. Quaerat recusandae modi nemo accusantium consequatur.,7344.85
27,Loya-Urrutia y Asociados,"Avenida Niger 353 Edif. 884 , Depto. 792",+56987925572,Quod aut excepturi reiciendis aut omnis enim iste. Ipsa suscipit vel sequi repellat quod. Ipsam esse nihil nisi quam. Laboriosam pariatur unde.,5,270,Alcachofas guisadas con apio,Quisquam modi temporibus eum error. Similique repellat nulla explicabo quod aut.,15926.27
27,Loya-Urrutia y Asociados,"Avenida Niger 353 Edif. 884 , Depto. 792",+56987925572,Quod aut excepturi reiciendis aut omnis enim iste. Ipsa suscipit vel sequi repellat quod. Ipsam esse nihil nisi quam. Laboriosam pariatur unde.,5,271,Spaguetti con almejas,Eveniet qui eaque asperiores culpa. Sunt quaerat fugiat.,22506.86
27,Loya-Urrutia y Asociados,"Avenida Niger 353 Edif. 884 , Depto. 792",+56987925572,Quod aut excepturi reiciendis aut omnis enim iste. Ipsa suscipit vel sequi repellat quod. Ipsam esse nihil nisi quam. Laboriosam pariatur unde.,5,272,Ensalada de canonigos con vinagreta de granada,Ipsum reiciendis temporibus. Distinctio facilis repudiandae id ipsa reprehenderit ipsa.,24644.86
27,Loya-Urrutia y Asociados,"Avenida Niger 353 Edif. 884 , Depto. 792",+56987925572,Quod aut excepturi reiciendis aut omnis enim iste. Ipsa suscipit vel sequi repellat quod. Ipsam esse nihil nisi quam. Laboriosam pariatur unde.,5,273,Spaghetti con chipirones y verdurillas,Itaque est magnam maxime. Dolorum commodi iusto exercitationem exercitationem autem earum.,7402.87
27,Loya-Urrutia y Asociados,"Avenida Niger 353 Edif. 884 , Depto. 792",+56987925572,Quod aut excepturi reiciendis aut omnis enim iste. Ipsa suscipit vel sequi repellat quod. Ipsam esse nihil nisi quam. Laboriosam pariatur unde.,5,274,Taboulé,Cum nam rem sed laborum. Blanditiis quas maiores cupiditate nobis adipisci velit pariatur. Molestias quidem fugit autem vitae.,18737.67
27,Loya-Urrutia y Asociados,"Avenida Niger 353 Edif. 884 , Depto. 792",+56987925572,Quod aut excepturi reiciendis aut omnis enim iste. Ipsa suscipit vel sequi repellat quod. Ipsam esse nihil nisi quam. Laboriosam pariatur unde.,5,275,Garbanzos con Sanfaina,Adipisci harum tempore sint molestias voluptatem.,2359.24
