resvid,uid,habid,fecha_inicio,fecha_fin
6930,290,6930,2090-03-14,2090-03-30
6931,52,6931,2035-02-14,2035-02-17
6932,326,6932,2084-10-21,2084-10-27
6933,167,6933,2085-11-05,2085-11-16
6934,303,6934,2085-06-18,2085-06-19
6935,381,6935,2074-08-11,2074-08-12
6936,303,6936,2058-10-06,2058-10-19
6937,350,6937,2035-02-11,2035-02-28
6938,44,6938,2067-09-17,2067-09-29
6939,84,6939,2064-06-25,2064-07-12
6940,351,6940,2036-06-06,2036-06-18
6941,150,6941,2029-09-19,2029-10-07
6942,56,6942,2085-02-20,2085-03-04
6943,155,6943,2035-09-23,2035-10-05
6944,407,6944,2028-05-15,2028-05-25
6945,313,6945,2092-10-28,2092-11-01
6946,29,6946,2072-06-15,2072-06-24
6947,8,6947,2069-08-07,2069-08-13
6948,402,6948,2061-01-24,2061-02-05
6949,137,6949,2078-05-26,2078-06-08
6950,270,6950,2079-12-08,2079-12-26
6951,180,6951,2041-01-29,2041-02-05
6952,435,6952,2093-03-05,2093-03-10
6953,112,6953,2044-03-12,2044-03-17
6954,307,6954,2074-01-22,2074-02-07
6955,377,6955,2056-02-19,2056-02-21
6956,253,6956,2029-11-20,2029-12-02
6957,366,6957,2030-03-10,2030-03-27
6958,290,6958,2077-03-22,2077-03-24
6959,157,6959,2081-07-28,2081-08-14
6960,150,6960,2058-08-08,2058-08-24
6961,200,6961,2078-09-15,2078-09-29
6962,179,6962,2032-03-23,2032-04-03
6963,365,6963,2026-06-23,2026-06-23
6964,356,6964,2081-07-15,2081-07-21
6965,318,6965,2081-05-13,2081-05-25
6966,165,6966,2029-11-07,2029-11-17
6967,193,6967,2043-12-02,2043-12-19
6968,181,6968,2050-10-03,2050-10-12
6969,118,6969,2065-10-13,2065-10-24
6970,441,6970,2031-10-23,2031-10-25
6971,214,6971,2058-09-03,2058-09-14
6972,290,6972,2025-06-29,2025-07-08
6973,239,6973,2026-06-19,2026-06-27
6974,404,6974,2071-11-10,2071-11-16
6975,23,6975,2073-04-01,2073-04-16
6976,249,6976,2071-12-20,2072-01-07
6977,203,6977,2088-02-13,2088-02-21
6978,445,6978,2085-08-20,2085-09-01
6979,314,6979,2057-08-28,2057-09-14
6980,108,6980,2027-02-07,2027-02-09
6981,378,6981,2035-07-16,2035-07-23
6982,7,6982,2031-06-20,2031-07-03
6983,378,6983,2079-09-18,2079-09-29
6984,412,6984,2049-02-25,2049-03-14
6985,319,6985,2059-01-29,2059-02-09
6986,374,6986,2044-01-10,2044-01-24
6987,16,6987,2089-12-16,2089-12-20
6988,405,6988,2048-02-10,2048-02-17
6989,197,6989,2095-02-28,2095-03-09
6990,279,6990,2068-07-08,2068-07-17
6991,332,6991,2070-04-03,2070-04-21
6992,182,6992,2076-03-09,2076-03-28
6993,230,6993,2023-05-11,2023-05-12
6994,185,6994,2093-05-18,2093-06-01
6995,302,6995,2084-11-16,2084-12-05
6996,50,6996,2049-08-16,2049-08-24
6997,64,6997,2095-04-26,2095-05-05
6998,88,6998,2037-12-14,2037-12-16
6999,15,6999,2060-07-07,2060-07-14
7000,326,7000,2045-10-13,2045-10-22
7001,49,7001,2066-09-07,2066-09-16
7002,161,7002,2064-11-10,2064-11-15
7003,291,7003,2051-09-30,2051-10-05
7004,51,7004,2098-12-31,2099-01-16
7005,328,7005,2061-07-24,2061-07-31
7006,59,7006,2038-05-22,2038-05-23
7007,226,7007,2062-05-03,2062-05-18
7008,260,7008,2059-09-22,2059-10-06
7009,85,7009,2054-06-09,2054-06-18
7010,203,7010,2049-10-14,2049-10-28
7011,51,7011,2047-02-09,2047-02-28
7012,79,7012,2065-04-17,2065-04-30
7013,309,7013,2082-01-05,2082-01-17
7014,262,7014,2061-01-08,2061-01-22
7015,384,7015,2088-12-15,2088-12-19
7016,297,7016,2034-03-22,2034-04-06
7017,360,7017,2033-09-01,2033-09-02
7018,110,7018,2082-10-18,2082-10-22
7019,432,7019,2093-12-18,2093-12-19
7020,19,7020,2090-12-08,2090-12-08
7021,50,7021,2037-09-09,2037-09-10
7022,407,7022,2069-01-08,2069-01-08
7023,97,7023,2086-03-05,2086-03-15
7024,392,7024,2072-05-20,2072-05-25
7025,296,7025,2049-01-18,2049-01-26
7026,130,7026,2087-12-08,2087-12-15
7027,250,7027,2076-05-25,2076-06-03
7028,362,7028,2069-01-17,2069-02-01
7029,247,7029,2060-12-27,2060-12-31
7030,323,7030,2091-01-03,2091-01-21
7031,173,7031,2075-06-26,2075-07-02
7032,144,7032,2079-02-15,2079-02-23
7033,309,7033,2022-11-28,2022-12-03
7034,95,7034,2047-08-04,2047-08-21
7035,295,7035,2085-03-17,2085-04-04
7036,148,7036,2064-05-27,2064-06-07
7037,187,7037,2081-09-21,2081-10-04
7038,55,7038,2076-04-14,2076-04-15
7039,200,7039,2070-07-17,2070-07-29
7040,30,7040,2055-07-25,2055-07-28
7041,212,7041,2088-05-26,2088-06-09
7042,222,7042,2044-02-09,2044-02-25
7043,426,7043,2099-12-25,2100-01-09
7044,245,7044,2074-03-11,2074-03-11
7045,357,7045,2084-08-28,2084-09-10
7046,399,7046,2078-02-26,2078-03-03
7047,78,7047,2094-01-30,2094-02-11
7048,246,7048,2061-02-18,2061-03-01
7049,20,7049,2056-02-11,2056-02-22
7050,213,7050,2091-05-21,2091-05-26
7051,337,7051,2071-05-26,2071-05-26
7052,412,7052,2079-08-05,2079-08-14
7053,16,7053,2088-06-29,2088-07-07
7054,227,7054,2068-05-08,2068-05-26
7055,169,7055,2029-02-08,2029-02-11
7056,257,7056,2095-02-22,2095-03-13
7057,415,7057,2071-12-23,2072-01-03
7058,41,7058,2084-07-31,2084-08-10
7059,101,7059,2053-09-15,2053-09-20
7060,130,7060,2090-10-24,2090-11-08
7061,87,7061,2037-02-19,2037-02-26
7062,370,7062,2032-02-05,2032-02-21
7063,433,7063,2071-02-09,2071-02-13
7064,25,7064,2058-06-10,2058-06-14
7065,113,7065,2025-09-16,2025-09-21
7066,292,7066,2033-11-12,2033-11-19
7067,191,7067,2053-11-27,2053-12-06
7068,378,7068,2077-10-06,2077-10-11
7069,172,7069,2068-09-26,2068-10-10
7070,109,7070,2033-05-18,2033-05-21
7071,32,7071,2090-04-14,2090-04-20
7072,337,7072,2085-08-16,2085-08-16
7073,111,7073,2090-05-24,2090-05-24
7074,93,7074,2069-05-10,2069-05-23
7075,383,7075,2020-06-18,2020-06-28
7076,318,7076,2084-11-02,2084-11-18
7077,334,7077,2078-06-13,2078-06-17
7078,399,7078,2093-10-18,2093-10-25
7079,43,7079,2027-11-27,2027-11-30
7080,165,7080,2020-05-04,2020-05-06
7081,255,7081,2085-04-06,2085-04-08
7082,247,7082,2038-06-29,2038-07-18
7083,336,7083,2069-08-13,2069-08-19
7084,199,7084,2054-03-05,2054-03-16
7085,101,7085,2068-02-15,2068-02-16
7086,108,7086,2027-01-06,2027-01-22
7087,189,7087,2032-09-27,2032-10-12
7088,290,7088,2028-03-04,2028-03-17
7089,290,7089,2051-04-13,2051-04-19
7090,380,7090,2098-09-19,2098-09-26
7091,207,7091,2077-11-01,2077-11-13
7092,168,7092,2090-01-08,2090-01-16
7093,299,7093,2040-09-13,2040-09-28
7094,289,7094,2071-11-29,2071-12-10
7095,251,7095,2053-03-11,2053-03-30
7096,411,7096,2046-09-28,2046-10-17
7097,10,7097,2093-03-07,2093-03-15
7098,281,7098,2034-05-30,2034-06-03
7099,125,7099,2026-01-28,2026-02-03
7100,383,7100,2051-07-17,2051-08-01
7101,163,7101,2099-06-03,2099-06-10
7102,449,7102,2024-11-24,2024-11-24
7103,72,7103,2020-07-22,2020-07-24
7104,0,7104,2098-03-12,2098-03-12
7105,154,7105,2080-12-16,2080-12-23
7106,156,7106,2041-05-10,2041-05-19
7107,421,7107,2045-10-05,2045-10-15
7108,197,7108,2096-03-08,2096-03-26
7109,209,7109,2094-02-04,2094-02-11
7110,274,7110,2073-05-14,2073-06-01
7111,237,7111,2094-04-30,2094-05-18
7112,155,7112,2089-11-24,2089-12-01
7113,313,7113,2031-07-05,2031-07-23
7114,178,7114,2046-10-28,2046-11-03
7115,389,7115,2067-05-14,2067-05-28
7116,301,7116,2082-03-26,2082-04-11
7117,394,7117,2054-09-20,2054-09-25
7118,328,7118,2089-10-02,2089-10-13
7119,91,7119,2048-11-12,2048-11-24
7120,194,7120,2022-06-29,2022-07-05
7121,84,7121,2096-06-05,2096-06-20
7122,217,7122,2094-03-13,2094-03-28
7123,249,7123,2029-11-06,2029-11-24
7124,53,7124,2026-08-03,2026-08-09
7125,142,7125,2073-06-10,2073-06-12
7126,62,7126,2063-09-17,2063-10-06
7127,298,7127,2088-08-16,2088-09-03
7128,193,7128,2091-04-03,2091-04-15
7129,49,7129,2033-11-12,2033-11-21
7130,93,7130,2037-05-18,2037-05-23
7131,179,7131,2030-06-04,2030-06-12
7132,281,7132,2045-02-17,2045-03-04
7133,16,7133,2088-11-27,2088-12-16
7134,206,7134,2091-03-26,2091-04-12
7135,332,7135,2085-05-08,2085-05-21
7136,202,7136,2047-10-02,2047-10-02
7137,248,7137,2040-06-20,2040-06-25
7138,399,7138,2064-06-03,2064-06-09
7139,127,7139,2032-07-06,2032-07-11
7140,49,7140,2042-05-22,2042-05-27
7141,33,7141,2030-08-07,2030-08-11
7142,352,7142,2046-12-15,2046-12-24
7143,244,7143,2091-09-28,2091-09-29
7144,130,7144,2084-04-07,2084-04-10
7145,299,7145,2024-06-28,2024-07-05
7146,17,7146,2062-03-12,2062-03-12
7147,349,7147,2022-01-29,2022-02-08
7148,395,7148,2089-08-05,2089-08-11
7149,83,7149,2097-10-10,2097-10-14
7150,180,7150,2062-09-22,2062-09-26
7151,423,7151,2023-04-17,2023-04-23
7152,9,7152,2039-09-07,2039-09-16
7153,368,7153,2056-09-15,2056-09-24
7154,422,7154,2060-11-19,2060-12-05
7155,251,7155,2038-01-31,2038-01-31
7156,416,7156,2098-04-22,2098-05-06
7157,186,7157,2092-11-24,2092-12-02
7158,286,7158,2038-04-07,2038-04-07
7159,245,7159,2029-11-16,2029-12-01
7160,47,7160,2063-12-26,2064-01-04
7161,351,7161,2020-04-26,2020-05-10
7162,410,7162,2039-06-17,2039-07-03
7163,181,7163,2091-04-18,2091-04-20
7164,386,7164,2048-12-26,2049-01-06
7165,143,7165,2085-10-01,2085-10-10
7166,128,7166,2043-10-16,2043-10-20
7167,318,7167,2086-10-19,2086-10-24
7168,15,7168,2037-03-19,2037-03-30
7169,120,7169,2021-02-19,2021-03-08
7170,226,7170,2087-09-06,2087-09-11
7171,55,7171,2067-08-29,2067-09-17
7172,444,7172,2053-04-26,2053-05-04
7173,163,7173,2050-05-16,2050-05-20
7174,225,7174,2072-12-24,2072-12-27
7175,380,7175,2037-06-06,2037-06-21
7176,340,7176,2054-06-12,2054-06-25
7177,257,7177,2059-10-19,2059-10-22
7178,127,7178,2032-11-29,2032-12-16
7179,413,7179,2081-12-25,2082-01-02
7180,410,7180,2064-06-22,2064-07-09
7181,373,7181,2061-05-27,2061-05-29
7182,189,7182,2028-10-16,2028-10-28
7183,161,7183,2084-09-04,2084-09-08
7184,7,7184,2067-02-18,2067-02-19
7185,4,7185,2088-12-22,2089-01-08
7186,104,7186,2085-01-15,2085-01-16
7187,108,7187,2073-01-27,2073-02-07
7188,361,7188,2095-08-11,2095-08-25
7189,357,7189,2026-09-27,2026-10-16
7190,397,7190,2068-08-26,2068-09-04
7191,43,7191,2096-01-15,2096-02-01
7192,269,7192,2096-06-25,2096-07-07
7193,294,7193,2089-10-10,2089-10-25
7194,150,7194,2071-03-09,2071-03-16
7195,1,7195,2034-12-10,2034-12-12
7196,186,7196,2035-10-09,2035-10-22
7197,417,7197,2053-10-05,2053-10-16
7198,222,7198,2080-08-27,2080-09-07
7199,290,7199,2065-08-17,2065-09-02
7200,32,7200,2052-03-11,2052-03-17
7201,339,7201,2052-11-27,2052-12-04
7202,379,7202,2026-11-17,2026-11-30
7203,184,7203,2051-06-30,2051-07-04
7204,371,7204,2098-08-04,2098-08-21
7205,344,7205,2058-07-15,2058-07-23
7206,415,7206,2067-08-07,2067-08-09
7207,89,7207,2036-09-18,2036-09-25
7208,414,7208,2072-12-13,2072-12-30
7209,209,7209,2075-10-25,2075-10-28
7210,90,7210,2022-11-03,2022-11-22
7211,136,7211,2045-08-03,2045-08-07
7212,112,7212,2036-10-10,2036-10-18
7213,38,7213,2026-11-06,2026-11-10
7214,308,7214,2046-10-23,2046-10-27
7215,336,7215,2097-05-01,2097-05-05
7216,82,7216,2053-11-21,2053-11-24
7217,237,7217,2035-01-17,2035-02-01
7218,11,7218,2097-09-19,2097-09-24
7219,166,7219,2033-08-15,2033-08-30
7220,118,7220,2063-07-19,2063-07-22
7221,58,7221,2061-09-16,2061-10-05
7222,431,7222,2066-04-14,2066-04-30
7223,229,7223,2065-02-06,2065-02-25
7224,281,7224,2066-02-26,2066-02-27
7225,449,7225,2093-02-28,2093-03-04
7226,13,7226,2050-11-29,2050-12-16
7227,98,7227,2057-11-08,2057-11-09
7228,113,7228,2036-07-08,2036-07-25
7229,152,7229,2044-03-09,2044-03-17
7230,92,7230,2040-05-13,2040-05-17
7231,108,7231,2070-11-24,2070-11-26
7232,45,7232,2041-06-27,2041-07-16
7233,192,7233,2078-07-16,2078-07-16
7234,115,7234,2080-10-22,2080-11-07
7235,110,7235,2055-06-01,2055-06-12
7236,114,7236,2056-12-28,2056-12-28
7237,185,7237,2075-07-09,2075-07-23
7238,28,7238,2024-11-27,2024-12-15
7239,427,7239,2078-04-28,2078-05-01
7240,3,7240,2043-02-16,2043-02-23
7241,321,7241,2049-03-14,2049-03-16
7242,328,7242,2072-12-08,2072-12-27
7243,8,7243,2075-08-22,2075-09-04
7244,147,7244,2089-06-30,2089-07-09
7245,204,7245,2029-08-16,2029-08-29
7246,72,7246,2068-01-27,2068-02-02
7247,122,7247,2087-11-08,2087-11-27
7248,150,7248,2082-08-04,2082-08-07
7249,118,7249,2038-05-07,2038-05-13
7250,357,7250,2058-03-20,2058-04-08
7251,180,7251,2085-09-09,2085-09-28
7252,276,7252,2088-01-28,2088-02-12
7253,155,7253,2054-09-11,2054-09-27
7254,320,7254,2095-05-19,2095-06-04
7255,313,7255,2025-09-12,2025-09-12
7256,233,7256,2019-12-27,2020-01-06
7257,56,7257,2051-05-10,2051-05-28
7258,224,7258,2043-03-01,2043-03-09
7259,445,7259,2099-08-06,2099-08-16
7260,390,7260,2077-01-21,2077-02-09
7261,252,7261,2054-04-30,2054-05-07
7262,237,7262,2089-06-26,2089-07-03
7263,252,7263,2041-04-09,2041-04-12
7264,335,7264,2057-10-29,2057-11-11
7265,201,7265,2083-02-16,2083-02-16
7266,386,7266,2048-08-30,2048-09-16
7267,378,7267,2063-02-26,2063-03-08
7268,265,7268,2087-03-07,2087-03-10
7269,4,7269,2097-12-21,2097-12-31
7270,265,7270,2087-06-17,2087-06-25
7271,313,7271,2089-07-31,2089-07-31
7272,168,7272,2043-04-05,2043-04-17
7273,68,7273,2090-02-07,2090-02-22
7274,207,7274,2073-12-26,2074-01-02
7275,198,7275,2038-09-24,2038-09-29
7276,120,7276,2046-12-31,2047-01-15
7277,342,7277,2079-07-29,2079-08-07
7278,153,7278,2062-04-15,2062-04-22
7279,315,7279,2097-09-21,2097-09-27
7280,334,7280,2024-06-07,2024-06-14
7281,127,7281,2019-12-28,2020-01-10
7282,95,7282,2058-05-08,2058-05-21
7283,271,7283,2036-05-23,2036-06-11
7284,155,7284,2030-02-11,2030-02-27
7285,156,7285,2057-04-05,2057-04-08
7286,399,7286,2023-09-30,2023-10-07
7287,90,7287,2028-11-02,2028-11-14
7288,214,7288,2033-01-24,2033-01-28
7289,369,7289,2086-03-25,2086-04-11
7290,58,7290,2064-12-01,2064-12-12
7291,58,7291,2032-08-07,2032-08-25
7292,23,7292,2086-06-01,2086-06-18
7293,437,7293,2057-10-05,2057-10-12
7294,153,7294,2022-10-21,2022-10-24
7295,15,7295,2097-02-28,2097-02-28
7296,70,7296,2089-03-16,2089-03-16
7297,235,7297,2080-06-10,2080-06-26
7298,333,7298,2020-09-18,2020-10-02
7299,148,7299,2048-10-24,2048-11-01
7300,214,7300,2081-07-19,2081-08-05
7301,288,7301,2056-09-13,2056-09-13
7302,142,7302,2061-12-05,2061-12-06
7303,305,7303,2057-10-09,2057-10-18
7304,277,7304,2070-08-09,2070-08-12
7305,431,7305,2065-12-02,2065-12-21
7306,44,7306,2047-09-10,2047-09-20
7307,12,7307,2034-02-01,2034-02-14
7308,171,7308,2058-05-01,2058-05-03
7309,214,7309,2075-07-17,2075-07-18
7310,447,7310,2092-02-15,2092-02-27
7311,381,7311,2030-09-27,2030-10-04
7312,114,7312,2027-03-03,2027-03-12
7313,207,7313,2023-09-17,2023-09-28
7314,420,7314,2020-05-01,2020-05-01
7315,150,7315,2034-01-17,2034-01-31
7316,372,7316,2046-09-08,2046-09-20
7317,142,7317,2020-05-23,2020-05-29
7318,54,7318,2059-05-23,2059-06-01
7319,2,7319,2063-07-02,2063-07-06
7320,421,7320,2051-05-24,2051-06-11
7321,208,7321,2081-11-07,2081-11-25
7322,224,7322,2073-02-15,2073-02-20
7323,60,7323,2064-04-16,2064-04-16
7324,44,7324,2064-11-14,2064-11-24
7325,65,7325,2040-06-23,2040-07-05
7326,405,7326,2095-11-19,2095-12-06
7327,86,7327,2029-03-28,2029-04-10
7328,400,7328,2045-10-02,2045-10-07
7329,284,7329,2020-01-08,2020-01-20
7330,149,7330,2062-08-15,2062-08-30
7331,31,7331,2097-12-03,2097-12-20
7332,330,7332,2043-02-07,2043-02-25
7333,270,7333,2092-01-19,2092-02-04
7334,293,7334,2089-08-02,2089-08-21
7335,94,7335,2087-02-20,2087-02-27
7336,417,7336,2067-09-10,2067-09-22
7337,424,7337,2097-06-30,2097-07-14
7338,80,7338,2034-03-08,2034-03-20
7339,383,7339,2078-03-20,2078-03-31
7340,211,7340,2093-07-16,2093-07-19
7341,364,7341,2087-06-25,2087-06-27
7342,256,7342,2053-06-24,2053-06-28
7343,143,7343,2048-02-17,2048-02-22
7344,53,7344,2023-11-25,2023-12-01
7345,317,7345,2055-08-20,2055-08-23
7346,88,7346,2098-11-26,2098-12-11
7347,106,7347,2046-03-08,2046-03-09
7348,299,7348,2035-03-25,2035-04-07
7349,155,7349,2045-10-17,2045-11-02
7350,132,7350,2066-10-27,2066-11-09
7351,14,7351,2079-09-28,2079-10-04
7352,125,7352,2053-01-15,2053-02-03
7353,357,7353,2086-01-10,2086-01-20
7354,233,7354,2057-05-28,2057-06-03
7355,424,7355,2097-03-02,2097-03-16
7356,172,7356,2048-10-06,2048-10-25
7357,238,7357,2028-01-09,2028-01-19
7358,116,7358,2022-11-18,2022-11-30
7359,246,7359,2045-10-25,2045-11-06
7360,354,7360,2080-02-23,2080-03-12
7361,94,7361,2091-11-06,2091-11-06
7362,79,7362,2080-03-06,2080-03-07
7363,162,7363,2073-06-27,2073-07-04
7364,108,7364,2090-02-18,2090-03-04
7365,159,7365,2079-07-21,2079-08-02
7366,7,7366,2025-09-27,2025-10-15
7367,279,7367,2086-07-31,2086-08-07
7368,430,7368,2078-03-24,2078-04-04
7369,337,7369,2075-06-13,2075-07-01
7370,143,7370,2056-06-01,2056-06-02
7371,60,7371,2040-01-05,2040-01-18
7372,109,7372,2077-07-29,2077-08-13
7373,200,7373,2043-05-01,2043-05-04
7374,144,7374,2081-05-04,2081-05-20
7375,197,7375,2029-04-25,2029-04-29
7376,346,7376,2035-06-08,2035-06-22
7377,239,7377,2026-04-19,2026-04-22
7378,187,7378,2082-07-10,2082-07-10
7379,210,7379,2029-11-12,2029-11-28
7380,197,7380,2082-01-03,2082-01-06
7381,350,7381,2085-10-10,2085-10-26
7382,180,7382,2049-06-03,2049-06-04
7383,113,7383,2049-09-23,2049-09-27
7384,367,7384,2097-07-02,2097-07-05
7385,138,7385,2036-06-27,2036-06-29
7386,412,7386,2058-03-16,2058-04-04
7387,291,7387,2020-02-23,2020-03-10
7388,119,7388,2054-04-14,2054-04-14
7389,178,7389,2063-04-27,2063-05-05
7390,340,7390,2034-05-20,2034-05-22
7391,283,7391,2091-12-27,2092-01-04
7392,227,7392,2029-11-24,2029-11-24
7393,107,7393,2047-09-19,2047-10-05
7394,93,7394,2088-04-20,2088-05-06
7395,399,7395,2066-09-07,2066-09-17
7396,65,7396,2091-03-22,2091-04-06
7397,305,7397,2035-03-02,2035-03-03
7398,61,7398,2060-02-13,2060-03-02
7399,167,7399,2026-08-13,2026-08-21
7400,371,7400,2074-09-21,2074-09-25
7401,273,7401,2099-09-29,2099-09-30
7402,313,7402,2091-11-29,2091-11-30
7403,449,7403,2066-03-09,2066-03-14
7404,168,7404,2024-04-02,2024-04-20
7405,416,7405,2027-05-07,2027-05-11
7406,119,7406,2021-01-15,2021-01-15
7407,303,7407,2088-04-01,2088-04-09
7408,252,7408,2021-01-19,2021-02-06
7409,83,7409,2065-01-29,2065-02-17
7410,45,7410,2079-07-17,2079-07-20
7411,204,7411,2086-07-17,2086-08-05
7412,174,7412,2037-08-18,2037-08-21
7413,267,7413,2034-05-29,2034-06-12
7414,417,7414,2083-06-24,2083-07-07
7415,254,7415,2089-04-06,2089-04-19
7416,102,7416,2032-10-23,2032-11-06
7417,78,7417,2047-12-13,2047-12-17
7418,298,7418,2047-07-27,2047-08-12
7419,280,7419,2064-07-17,2064-07-30
7420,46,7420,2076-12-11,2076-12-15
7421,314,7421,2026-09-14,2026-09-23
7422,64,7422,2076-06-28,2076-07-13
7423,94,7423,2085-01-01,2085-01-17
7424,399,7424,2035-06-04,2035-06-10
7425,222,7425,2064-12-10,2064-12-11
7426,178,7426,2097-01-10,2097-01-24
7427,120,7427,2039-11-18,2039-11-24
7428,209,7428,2024-03-07,2024-03-24
7429,449,7429,2025-11-21,2025-12-09
7430,94,7430,2037-11-28,2037-12-17
7431,204,7431,2043-03-07,2043-03-14
7432,425,7432,2083-01-07,2083-01-10
7433,367,7433,2037-06-22,2037-06-23
7434,16,7434,2081-08-16,2081-08-19
7435,230,7435,2071-01-02,2071-01-13
7436,281,7436,2028-02-26,2028-03-10
7437,62,7437,2051-01-17,2051-01-26
7438,12,7438,2049-10-08,2049-10-15
7439,414,7439,2093-06-11,2093-06-18
7440,315,7440,2086-10-14,2086-10-20
7441,14,7441,2099-08-05,2099-08-24
7442,22,7442,2065-01-13,2065-01-14
7443,193,7443,2081-12-18,2081-12-25
7444,382,7444,2062-02-16,2062-03-01
7445,71,7445,2030-11-16,2030-11-23
7446,142,7446,2069-07-21,2069-07-26
7447,144,7447,2030-09-03,2030-09-13
7448,423,7448,2040-08-09,2040-08-14
7449,301,7449,2086-11-05,2086-11-06
7450,307,7450,2022-02-25,2022-03-10
7451,161,7451,2058-01-02,2058-01-21
7452,19,7452,2027-08-06,2027-08-06
7453,248,7453,2019-04-14,2019-04-28
7454,325,7454,2086-04-14,2086-04-30
7455,326,7455,2095-07-25,2095-08-10
7456,419,7456,2060-04-03,2060-04-10
7457,245,7457,2041-02-14,2041-02-14
7458,64,7458,2056-05-26,2056-06-05
7459,87,7459,2048-07-17,2048-07-29
7460,116,7460,2095-04-13,2095-04-26
7461,100,7461,2057-09-25,2057-09-26
7462,165,7462,2052-03-23,2052-03-23
7463,6,7463,2069-12-16,2069-12-21
7464,415,7464,2050-03-03,2050-03-04
7465,142,7465,2083-07-24,2083-08-10
7466,78,7466,2058-08-18,2058-08-31
7467,321,7467,2060-09-12,2060-09-13
7468,25,7468,2023-05-03,2023-05-05
7469,41,7469,2045-04-09,2045-04-25
7470,85,7470,2050-10-30,2050-11-14
7471,197,7471,2065-02-16,2065-02-28
7472,332,7472,2044-05-30,2044-06-11
7473,46,7473,2098-03-10,2098-03-29
7474,413,7474,2068-05-16,2068-05-25
7475,199,7475,2022-06-07,2022-06-15
7476,241,7476,2074-12-18,2074-12-18
7477,51,7477,2031-12-09,2031-12-20
7478,76,7478,2023-09-10,2023-09-27
7479,405,7479,2089-05-15,2089-05-25
7480,386,7480,2064-03-01,2064-03-05
7481,377,7481,2048-06-06,2048-06-18
7482,260,7482,2040-06-12,2040-06-27
7483,267,7483,2069-12-04,2069-12-16
7484,429,7484,2098-10-20,2098-10-30
7485,294,7485,2025-10-24,2025-10-27
7486,68,7486,2028-07-29,2028-08-01
7487,255,7487,2026-03-07,2026-03-19
7488,17,7488,2084-03-26,2084-04-09
7489,95,7489,2021-12-08,2021-12-17
7490,394,7490,2087-12-03,2087-12-20
7491,106,7491,2029-12-15,2030-01-03
7492,14,7492,2048-10-04,2048-10-17
7493,144,7493,2053-10-25,2053-10-31
7494,147,7494,2022-01-08,2022-01-22
7495,182,7495,2066-10-26,2066-11-09
7496,65,7496,2063-01-05,2063-01-19
7497,278,7497,2061-11-16,2061-11-27
7498,2,7498,2021-11-02,2021-11-12
7499,355,7499,2073-09-03,2073-09-20
7500,265,7500,2099-01-15,2099-01-28
7501,323,7501,2029-11-24,2029-11-25
7502,176,7502,2069-04-15,2069-04-20
7503,61,7503,2054-10-29,2054-11-11
7504,2,7504,2097-07-27,2097-08-07
7505,118,7505,2059-03-03,2059-03-19
7506,345,7506,2034-01-15,2034-01-17
7507,313,7507,2058-06-02,2058-06-03
7508,273,7508,2056-09-23,2056-10-02
7509,213,7509,2095-06-10,2095-06-27
7510,34,7510,2050-11-01,2050-11-08
7511,67,7511,2070-10-20,2070-11-06
7512,41,7512,2048-06-17,2048-06-21
7513,230,7513,2046-09-17,2046-10-04
7514,267,7514,2025-10-18,2025-11-06
7515,381,7515,2089-08-15,2089-08-29
7516,337,7516,2090-08-31,2090-08-31
7517,7,7517,2060-05-05,2060-05-20
7518,290,7518,2051-10-16,2051-11-04
7519,273,7519,2094-06-07,2094-06-25
7520,132,7520,2048-12-15,2048-12-25
7521,322,7521,2036-12-15,2036-12-29
7522,251,7522,2060-06-30,2060-07-05
7523,93,7523,2095-06-11,2095-06-17
7524,163,7524,2038-01-24,2038-02-08
7525,74,7525,2086-10-19,2086-11-06
7526,372,7526,2058-08-27,2058-09-12
7527,95,7527,2030-05-17,2030-05-25
7528,173,7528,2084-10-01,2084-10-05
7529,259,7529,2088-08-30,2088-08-31
7530,270,7530,2068-01-31,2068-02-05
7531,303,7531,2026-09-30,2026-10-18
7532,167,7532,2081-02-05,2081-02-19
7533,182,7533,2074-05-03,2074-05-06
7534,228,7534,2085-11-16,2085-11-24
7535,445,7535,2023-06-19,2023-07-05
7536,448,7536,2075-01-18,2075-01-22
7537,85,7537,2033-07-29,2033-08-02
7538,394,7538,2023-12-04,2023-12-20
7539,381,7539,2057-04-26,2057-04-27
7540,1,7540,2042-01-25,2042-01-28
7541,89,7541,2096-10-04,2096-10-11
7542,400,7542,2025-01-12,2025-01-18
7543,209,7543,2057-08-27,2057-09-06
7544,365,7544,2074-04-09,2074-04-15
7545,260,7545,2083-12-02,2083-12-09
7546,134,7546,2098-06-22,2098-07-07
7547,31,7547,2068-04-05,2068-04-16
7548,13,7548,2073-06-08,2073-06-12
7549,213,7549,2020-05-27,2020-06-01
7550,123,7550,2055-04-19,2055-04-20
7551,162,7551,2059-07-29,2059-08-01
7552,437,7552,2082-08-25,2082-09-11
7553,117,7553,2024-07-19,2024-08-02
7554,99,7554,2084-08-21,2084-09-07
7555,441,7555,2025-12-05,2025-12-14
7556,22,7556,2092-01-14,2092-01-20
7557,438,7557,2023-02-03,2023-02-09
7558,215,7558,2059-04-06,2059-04-07
7559,120,7559,2070-03-18,2070-04-03
7560,339,7560,2028-04-11,2028-04-16
7561,410,7561,2076-01-25,2076-02-12
7562,379,7562,2065-04-20,2065-04-23
7563,201,7563,2075-11-17,2075-12-04
7564,252,7564,2068-09-18,2068-09-25
