rid,nombre_parque,hectareas,descripcion_parque,tarifa,pid,sid,nombre_sendero,largo,dificultad,duracion
4,Monumento Natural Isla Cachagua,953750,Deserunt consequatur commodi optio autem. Vitae in tempore incidunt repudiandae ullam.,23782.36,21,256,CAMINO DEL GRULLO DE EL BOSQUE-CAMINO DEL ESPINO,5822.0515,MEDIA,143
4,Monumento Natural Isla Cachagua,953750,Deserunt consequatur commodi optio autem. Vitae in tempore incidunt repudiandae ullam.,23782.36,21,257,BUITRERAS DE ZAFRAMAGÓN DEL RABEL,17755.7384,MUY ALTA,233
4,Monumento Natural Isla Cachagua,953750,Deserunt consequatur commodi optio autem. Vitae in tempore incidunt repudiandae ullam.,23782.36,21,258,CORREDOR VERDE DOS BAHIAS. TRAMO IV DE LOS MOLINOS,14502.1306,PROFESIONAL,235
4,Monumento Natural Isla Cachagua,953750,Deserunt consequatur commodi optio autem. Vitae in tempore incidunt repudiandae ullam.,23782.36,21,259,SUBIDA A LA CRUZ DEL TAJO DE UBRIQUE DOLORES,11184.8635,PROFESIONAL,174
4,Monumento Natural Isla Cachagua,953750,Deserunt consequatur commodi optio autem. Vitae in tempore incidunt repudiandae ullam.,23782.36,21,260,LA LADERA LADERA,17554.9704,MUY BAJA,177
4,Monumento Natural Isla Cachagua,953750,Deserunt consequatur commodi optio autem. Vitae in tempore incidunt repudiandae ullam.,23782.36,21,261,CAÑADA REAL DE JEREZ A RONDA DE LAS VIÑAS,7444.3306,MUY BAJA,189
4,Monumento Natural Isla Cachagua,953750,Deserunt consequatur commodi optio autem. Vitae in tempore incidunt repudiandae ullam.,23782.36,21,262,LOS LANCES DEL ARROYO DE LA GARGANTA DEL BOYAR,9919.7223,MEDIA,65
4,Monumento Natural Isla Cachagua,953750,Deserunt consequatur commodi optio autem. Vitae in tempore incidunt repudiandae ullam.,23782.36,21,263,CAMPOBUCHE VERDE DE JEREZ DE LA FRONTERA,1467.7811,PROFESIONAL,284
4,Monumento Natural Isla Cachagua,953750,Deserunt consequatur commodi optio autem. Vitae in tempore incidunt repudiandae ullam.,23782.36,21,264,VÍA VERDE DE LA COSTA NOROESTE DE LOS PESCADORES,7022.9002,BAJA,276
4,Monumento Natural Isla Cachagua,953750,Deserunt consequatur commodi optio autem. Vitae in tempore incidunt repudiandae ullam.,23782.36,21,265,LA ALBINA DE LA VENTA DEL SILLETERO,5087.514,ALTA,188
4,Monumento Natural Isla Cachagua,953750,Deserunt consequatur commodi optio autem. Vitae in tempore incidunt repudiandae ullam.,23782.36,21,266,CONIL DE LA FRONTERA-VEJER DE LA FRONTERA DEL MORO,4507.7928,BAJA,38
4,Monumento Natural Isla Cachagua,953750,Deserunt consequatur commodi optio autem. Vitae in tempore incidunt repudiandae ullam.,23782.36,21,267,VÍA VERDE DE LA SIERRA DE ROCHE,11598.7183,MUY BAJA,76
4,Monumento Natural Isla Cachagua,953750,Deserunt consequatur commodi optio autem. Vitae in tempore incidunt repudiandae ullam.,23782.36,21,268,RIBERA DEL EMBALSE DE BORNOS GUAREÑAS - LA SUARA,16145.3714,PROFESIONAL,91
4,Monumento Natural Isla Cachagua,953750,Deserunt consequatur commodi optio autem. Vitae in tempore incidunt repudiandae ullam.,23782.36,21,269,GARGANTA DEL RAYO DE LA VÍBORA,12871.773,MUY BAJA,51
4,Reserva Nacional El Yali,412526,Unde eius autem aliquam iste ullam. Hic dicta optio sequi excepturi sequi doloremque. Qui nam eligendi delectus voluptates.,22828.39,22,270,LA GARGANTE VERDE DE LAS PRESILLAS,4388.4473,ALTA,167
4,Reserva Nacional El Yali,412526,Unde eius autem aliquam iste ullam. Hic dicta optio sequi excepturi sequi doloremque. Qui nam eligendi delectus voluptates.,22828.39,22,271,GARGANTA DE BARRIDA CAMARINAL,9033.1238,ALTA,39
4,Reserva Nacional El Yali,412526,Unde eius autem aliquam iste ullam. Hic dicta optio sequi excepturi sequi doloremque. Qui nam eligendi delectus voluptates.,22828.39,22,272,CORDEL DE LOS MARCHANTES A LA CRUZ DEL TAJO DE UBRIQUE,8837.9497,ALTA,273
4,Reserva Nacional El Yali,412526,Unde eius autem aliquam iste ullam. Hic dicta optio sequi excepturi sequi doloremque. Qui nam eligendi delectus voluptates.,22828.39,22,273,MONTE ALGAIDA TOLETA,15961.4404,MEDIA,83
4,Reserva Nacional El Yali,412526,Unde eius autem aliquam iste ullam. Hic dicta optio sequi excepturi sequi doloremque. Qui nam eligendi delectus voluptates.,22828.39,22,274,VEJER DE LA FRONTERA-PALOMAR DE LA BREÑA DE LOS ATUNES-ATLANTERRA,10442.3501,ALTA,142
4,Reserva Nacional El Yali,412526,Unde eius autem aliquam iste ullam. Hic dicta optio sequi excepturi sequi doloremque. Qui nam eligendi delectus voluptates.,22828.39,22,275,RIBERA DE GAIDOVAR ZAHARA - EL GASTOR,8075.5727,MEDIA,231
4,Reserva Nacional El Yali,412526,Unde eius autem aliquam iste ullam. Hic dicta optio sequi excepturi sequi doloremque. Qui nam eligendi delectus voluptates.,22828.39,22,276,MONTE DE LA TORRE DEL BUJEO - HOYO DE DON PEDRO,11256.8656,ALTA,185
4,Reserva Nacional El Yali,412526,Unde eius autem aliquam iste ullam. Hic dicta optio sequi excepturi sequi doloremque. Qui nam eligendi delectus voluptates.,22828.39,22,277,CAÑADA REAL DE CORDERO LANCES,18040.8518,BAJA,299
4,Reserva Nacional El Yali,412526,Unde eius autem aliquam iste ullam. Hic dicta optio sequi excepturi sequi doloremque. Qui nam eligendi delectus voluptates.,22828.39,22,278,ARROYO CAÑUELO ANTIGUA LAGUNA DE LA JANDA,10010.6911,ALTA,159
4,Reserva Nacional El Yali,412526,Unde eius autem aliquam iste ullam. Hic dicta optio sequi excepturi sequi doloremque. Qui nam eligendi delectus voluptates.,22828.39,22,279,SUBIDA AL MOGOTE VERDE DE LA SIERRA,10342.3744,BAJA,292
4,Reserva Nacional El Yali,412526,Unde eius autem aliquam iste ullam. Hic dicta optio sequi excepturi sequi doloremque. Qui nam eligendi delectus voluptates.,22828.39,22,280,TORRE GUADALMESÍ ,6642.0838,MEDIA,129
4,Reserva Nacional El Yali,412526,Unde eius autem aliquam iste ullam. Hic dicta optio sequi excepturi sequi doloremque. Qui nam eligendi delectus voluptates.,22828.39,22,281,SIERRA DE MONTECOCHE MUELA-LOS NACIMIENTOS,6160.0129,BAJA,136
4,Reserva Nacional El Yali,412526,Unde eius autem aliquam iste ullam. Hic dicta optio sequi excepturi sequi doloremque. Qui nam eligendi delectus voluptates.,22828.39,22,282,ROJITAN DE LOS BANDOLEROS,10923.2536,MUY ALTA,268
4,Reserva Nacional El Yali,412526,Unde eius autem aliquam iste ullam. Hic dicta optio sequi excepturi sequi doloremque. Qui nam eligendi delectus voluptates.,22828.39,22,283,LA MENACHA DE LOS FRANCESES,19695.7297,PROFESIONAL,224
4,Reserva Nacional El Yali,412526,Unde eius autem aliquam iste ullam. Hic dicta optio sequi excepturi sequi doloremque. Qui nam eligendi delectus voluptates.,22828.39,22,284,CARISSA AURELIA VERDE DE SAN ROQUE,7496.7157,PROFESIONAL,132
4,Parque Nacional Archipiélago Juan Fernández,750385,Nostrum autem cum earum vitae iste. Adipisci animi sequi eligendi cupiditate minima quisquam. Possimus dicta sunt laudantium aliquam dignissimos nobis.,17978.08,23,285,LA MENACHA DE BOLONIA-PULIDO,12202.9009,MEDIA,116
4,Parque Nacional Archipiélago Juan Fernández,750385,Nostrum autem cum earum vitae iste. Adipisci animi sequi eligendi cupiditate minima quisquam. Possimus dicta sunt laudantium aliquam dignissimos nobis.,17978.08,23,286,CERRO DEL ÁGUILA DE GAIDOVAR,14802.9394,BAJA,95
4,Parque Nacional Archipiélago Juan Fernández,750385,Nostrum autem cum earum vitae iste. Adipisci animi sequi eligendi cupiditate minima quisquam. Possimus dicta sunt laudantium aliquam dignissimos nobis.,17978.08,23,287,PASEO DE LA CRUZ DE LA SIERRA DE LIJAR DE BOGAS,7153.9409,BAJA,230
4,Parque Nacional Archipiélago Juan Fernández,750385,Nostrum autem cum earum vitae iste. Adipisci animi sequi eligendi cupiditate minima quisquam. Possimus dicta sunt laudantium aliquam dignissimos nobis.,17978.08,23,288,ZAHARA DE LOS ATUNES-ATLANTERRA CARBONEROS,3388.2172,MEDIA,65
4,Parque Nacional Archipiélago Juan Fernández,750385,Nostrum autem cum earum vitae iste. Adipisci animi sequi eligendi cupiditate minima quisquam. Possimus dicta sunt laudantium aliquam dignissimos nobis.,17978.08,23,289,CABO DE TRAFALGAR-CONIL DE LA FRONTERA REAL DE CORDERO,8603.3963,BAJA,36
4,Parque Nacional Archipiélago Juan Fernández,750385,Nostrum autem cum earum vitae iste. Adipisci animi sequi eligendi cupiditate minima quisquam. Possimus dicta sunt laudantium aliquam dignissimos nobis.,17978.08,23,290,DOLMEN DE LOS LAJARES Y CANCHA BERMEJA DEL GUADIARO,12134.9256,MUY BAJA,218
4,Parque Nacional Archipiélago Juan Fernández,750385,Nostrum autem cum earum vitae iste. Adipisci animi sequi eligendi cupiditate minima quisquam. Possimus dicta sunt laudantium aliquam dignissimos nobis.,17978.08,23,291,PUERTO DE LAS PALOMAS - CERRO DE COROS DE OJÉN,8253.6316,BAJA,97
4,Parque Nacional Archipiélago Juan Fernández,750385,Nostrum autem cum earum vitae iste. Adipisci animi sequi eligendi cupiditate minima quisquam. Possimus dicta sunt laudantium aliquam dignissimos nobis.,17978.08,23,292,EL PALANCAR FORESTAL,13751.9459,BAJA,88
4,Parque Nacional Archipiélago Juan Fernández,750385,Nostrum autem cum earum vitae iste. Adipisci animi sequi eligendi cupiditate minima quisquam. Possimus dicta sunt laudantium aliquam dignissimos nobis.,17978.08,23,293,RUTA ZAHARA - EL GASTOR NACIMIENTOS,15546.8443,PROFESIONAL,142
4,Parque Nacional Archipiélago Juan Fernández,750385,Nostrum autem cum earum vitae iste. Adipisci animi sequi eligendi cupiditate minima quisquam. Possimus dicta sunt laudantium aliquam dignissimos nobis.,17978.08,23,294,CALLEJÓN DE LAS MOCITAS DE LA VÍBORA,3443.1429,MEDIA,158
4,Parque Nacional Archipiélago Juan Fernández,750385,Nostrum autem cum earum vitae iste. Adipisci animi sequi eligendi cupiditate minima quisquam. Possimus dicta sunt laudantium aliquam dignissimos nobis.,17978.08,23,295,RUTA DE LA PLAYA DE LA BARROSA DE MECA,12895.6387,PROFESIONAL,113
4,Parque Nacional Archipiélago Juan Fernández,750385,Nostrum autem cum earum vitae iste. Adipisci animi sequi eligendi cupiditate minima quisquam. Possimus dicta sunt laudantium aliquam dignissimos nobis.,17978.08,23,296,VEREDA DE UBRIQUE - ASOMADILLA NACIMIENTOS,10658.5385,BAJA,33
4,Parque Nacional Archipiélago Juan Fernández,750385,Nostrum autem cum earum vitae iste. Adipisci animi sequi eligendi cupiditate minima quisquam. Possimus dicta sunt laudantium aliquam dignissimos nobis.,17978.08,23,297,TRES AMIGOS - RÍO ARILLO DE LOS PRISIONEROS,9422.2006,MEDIA,88
4,Parque Nacional Archipiélago Juan Fernández,750385,Nostrum autem cum earum vitae iste. Adipisci animi sequi eligendi cupiditate minima quisquam. Possimus dicta sunt laudantium aliquam dignissimos nobis.,17978.08,23,298,COLA DEL EMBALSE DE BORNOS VERDE DE SAN ROQUE,11950.5831,MEDIA,125
4,Parque Nacional Archipiélago Juan Fernández,750385,Nostrum autem cum earum vitae iste. Adipisci animi sequi eligendi cupiditate minima quisquam. Possimus dicta sunt laudantium aliquam dignissimos nobis.,17978.08,23,299,VÍA VERDE DE LA COSTA NOROESTE PARDA,18322.6822,MUY BAJA,47
4,Parque Nacional La Campana,719748,Facere amet hic voluptate. Beatae alias deleniti corporis placeat possimus pariatur.,10591.65,24,300,SALINA SANTA MARÍA DE JESÚS VERDE DE SANLÚCAR DE BARRAMEDA,15870.1485,MUY ALTA,269
4,Parque Nacional La Campana,719748,Facere amet hic voluptate. Beatae alias deleniti corporis placeat possimus pariatur.,10591.65,24,301,RUTA DEL VIAJERO VERDE,16394.1358,MEDIA,102
4,Parque Nacional La Campana,719748,Facere amet hic voluptate. Beatae alias deleniti corporis placeat possimus pariatur.,10591.65,24,302,LA ALBINA DEL LITORAL DE ROTA,12251.235,PROFESIONAL,268
4,Parque Nacional La Campana,719748,Facere amet hic voluptate. Beatae alias deleniti corporis placeat possimus pariatur.,10591.65,24,303,CARISSA AURELIA VERDE DOS BAHIAS. TRAMO IV,13310.3458,ALTA,34
4,Parque Nacional La Campana,719748,Facere amet hic voluptate. Beatae alias deleniti corporis placeat possimus pariatur.,10591.65,24,304,LAS ALBINAS DE MILLAN,1868.8086,MUY ALTA,286
4,Parque Nacional La Campana,719748,Facere amet hic voluptate. Beatae alias deleniti corporis placeat possimus pariatur.,10591.65,24,305,LA ALBINA DE VALDEINFIERNO,19136.4789,PROFESIONAL,184
4,Parque Nacional La Campana,719748,Facere amet hic voluptate. Beatae alias deleniti corporis placeat possimus pariatur.,10591.65,24,306,ENCINAR DE VICOS AGUILILLAS - LAS GUAREÑAS,9254.7055,MEDIA,111
4,Parque Nacional La Campana,719748,Facere amet hic voluptate. Beatae alias deleniti corporis placeat possimus pariatur.,10591.65,24,307,LOS ALGARBES-BETIJUELO DEL CAPITÁN,14290.6571,MUY ALTA,135
4,Parque Nacional La Campana,719748,Facere amet hic voluptate. Beatae alias deleniti corporis placeat possimus pariatur.,10591.65,24,308,SANTUARIO DEL BACINETE DEL CAPITÁN,2308.0243,MEDIA,111
4,Parque Nacional La Campana,719748,Facere amet hic voluptate. Beatae alias deleniti corporis placeat possimus pariatur.,10591.65,24,309,CARISSA AURELIA DEL EMBALSE DE ARCOS,12353.5987,MUY BAJA,208
4,Parque Nacional La Campana,719748,Facere amet hic voluptate. Beatae alias deleniti corporis placeat possimus pariatur.,10591.65,24,310,CERRO DEL TAMBOR VIAJE EN EL TIEMPO,18846.4905,MUY ALTA,184
4,Parque Nacional La Campana,719748,Facere amet hic voluptate. Beatae alias deleniti corporis placeat possimus pariatur.,10591.65,24,311,PUERTA VERDE DE SAN ROQUE GUAREÑAS - LA SUARA,1032.2738,ALTA,161
4,Parque Nacional La Campana,719748,Facere amet hic voluptate. Beatae alias deleniti corporis placeat possimus pariatur.,10591.65,24,312,CERRO DEL RAYO CABRITO - PUERTO DEL BUJEO,2601.8056,MEDIA,133
4,Parque Nacional La Campana,719748,Facere amet hic voluptate. Beatae alias deleniti corporis placeat possimus pariatur.,10591.65,24,313,COLA DEL EMBALSE DE BORNOS SALTADERO,12943.8308,MUY BAJA,55
4,Parque Nacional La Campana,719748,Facere amet hic voluptate. Beatae alias deleniti corporis placeat possimus pariatur.,10591.65,24,314,SUBIDA AL PICACHO TORREÓN,5061.1636,MUY BAJA,109
4,Reserva Nacional Lago Peñuelas,539426,Maxime optio id nesciunt numquam aspernatur maiores quia. Odit nostrum quisquam mollitia amet necessitatibus.,22557.02,25,315,ARROYO DE VALDEINFIERNO DE LA ALGAIDA-SALINA DESAMPARADOS,13224.2976,MEDIA,35
4,Reserva Nacional Lago Peñuelas,539426,Maxime optio id nesciunt numquam aspernatur maiores quia. Odit nostrum quisquam mollitia amet necessitatibus.,22557.02,25,316,ARROYO DE VALDEINFIERNO VERDE DE SAN ROQUE,14872.0604,BAJA,228
4,Reserva Nacional Lago Peñuelas,539426,Maxime optio id nesciunt numquam aspernatur maiores quia. Odit nostrum quisquam mollitia amet necessitatibus.,22557.02,25,317,ALBERITE VIAJE EN EL TIEMPO,16837.8256,MUY ALTA,244
4,Reserva Nacional Lago Peñuelas,539426,Maxime optio id nesciunt numquam aspernatur maiores quia. Odit nostrum quisquam mollitia amet necessitatibus.,22557.02,25,318,PUERTA VERDE DE SANLÚCAR DE BARRAMEDA DE LOS TOLLOS,14588.4147,BAJA,144
4,Reserva Nacional Lago Peñuelas,539426,Maxime optio id nesciunt numquam aspernatur maiores quia. Odit nostrum quisquam mollitia amet necessitatibus.,22557.02,25,319,DEHESA DEL BOYAR ANTIGUA LAGUNA DE LA JANDA,11057.5357,PROFESIONAL,228
4,Reserva Nacional Lago Peñuelas,539426,Maxime optio id nesciunt numquam aspernatur maiores quia. Odit nostrum quisquam mollitia amet necessitatibus.,22557.02,25,320,LA ANTIGUA LAGUNA DE LA JANDA DE MORÓN-MIRADOR DE LAS TOSCAS,1102.4808,ALTA,99
4,Reserva Nacional Lago Peñuelas,539426,Maxime optio id nesciunt numquam aspernatur maiores quia. Odit nostrum quisquam mollitia amet necessitatibus.,22557.02,25,321,RÍO ROCINEJO ,10375.6884,ALTA,149
4,Reserva Nacional Lago Peñuelas,539426,Maxime optio id nesciunt numquam aspernatur maiores quia. Odit nostrum quisquam mollitia amet necessitatibus.,22557.02,25,322,ARROYO DEL DESCANSADERO AL PICO ALBARRACÍN,3346.9983,PROFESIONAL,213
4,Reserva Nacional Lago Peñuelas,539426,Maxime optio id nesciunt numquam aspernatur maiores quia. Odit nostrum quisquam mollitia amet necessitatibus.,22557.02,25,323,LOS LANCES DE SAN ANTÓN,12130.1564,BAJA,258
4,Reserva Nacional Lago Peñuelas,539426,Maxime optio id nesciunt numquam aspernatur maiores quia. Odit nostrum quisquam mollitia amet necessitatibus.,22557.02,25,324,CAÑADA REAL DE JEREZ A RONDA DE LA TORRE,13860.2751,MUY ALTA,205
4,Reserva Nacional Lago Peñuelas,539426,Maxime optio id nesciunt numquam aspernatur maiores quia. Odit nostrum quisquam mollitia amet necessitatibus.,22557.02,25,325,GARGANTA DE LA FUENTE SANTA DE FARDELA,5805.993,PROFESIONAL,201
4,Reserva Nacional Lago Peñuelas,539426,Maxime optio id nesciunt numquam aspernatur maiores quia. Odit nostrum quisquam mollitia amet necessitatibus.,22557.02,25,326,CABO DE TRAFALGAR-CONIL DE LA FRONTERA AMIGOS - RÍO ARILLO,15786.6853,MUY BAJA,98
4,Reserva Nacional Lago Peñuelas,539426,Maxime optio id nesciunt numquam aspernatur maiores quia. Odit nostrum quisquam mollitia amet necessitatibus.,22557.02,25,327,EL SALTILLO PUNTA CARNERO A GETARES,16138.3396,MUY ALTA,106
4,Reserva Nacional Lago Peñuelas,539426,Maxime optio id nesciunt numquam aspernatur maiores quia. Odit nostrum quisquam mollitia amet necessitatibus.,22557.02,25,328,TAVIZNA-EMBALSE DE LOS HURONES DE TRAFALGAR-CONIL DE LA FRONTERA,4891.9403,PROFESIONAL,34
4,Reserva Nacional Lago Peñuelas,539426,Maxime optio id nesciunt numquam aspernatur maiores quia. Odit nostrum quisquam mollitia amet necessitatibus.,22557.02,25,329,RÍO GUADALMESÍ DE BENAJIMA,11644.5887,PROFESIONAL,262
4,Parque Nacional Rapa Nui,409041,Soluta nihil quae aliquam. Laboriosam maiores minus sint id. Nam eum qui neque non quibusdam.,8281.41,26,330,CALLEJÓN DEL MOLINO DE LA ASOMADA,12559.8173,MEDIA,99
4,Parque Nacional Rapa Nui,409041,Soluta nihil quae aliquam. Laboriosam maiores minus sint id. Nam eum qui neque non quibusdam.,8281.41,26,331,PUERTA VERDE DEL PUERTO DE SANTA MARÍA SALINA-FANGOS MAREALES DEL RÍO BARBATE,19927.3824,ALTA,274
4,Parque Nacional Rapa Nui,409041,Soluta nihil quae aliquam. Laboriosam maiores minus sint id. Nam eum qui neque non quibusdam.,8281.41,26,332,PICACHO-PEGUERA DE LAS MOCITAS,1298.1723,PROFESIONAL,116
4,Parque Nacional Rapa Nui,409041,Soluta nihil quae aliquam. Laboriosam maiores minus sint id. Nam eum qui neque non quibusdam.,8281.41,26,333,PUERTO DE BOLONIA-PULIDO DE LA VENTA DEL SILLETERO,10363.2115,MEDIA,123
4,Parque Nacional Rapa Nui,409041,Soluta nihil quae aliquam. Laboriosam maiores minus sint id. Nam eum qui neque non quibusdam.,8281.41,26,334,CALLEJÓN DE LAS MOCITAS DE BARRIDA,16624.8511,BAJA,135
4,Parque Nacional Rapa Nui,409041,Soluta nihil quae aliquam. Laboriosam maiores minus sint id. Nam eum qui neque non quibusdam.,8281.41,26,335,CAMINO DE LOS PESCADORES DEL TAJO,11432.1886,ALTA,290
4,Parque Nacional Rapa Nui,409041,Soluta nihil quae aliquam. Laboriosam maiores minus sint id. Nam eum qui neque non quibusdam.,8281.41,26,336,CALAS DE ROCHE VERDE DE BORNOS,2348.2683,ALTA,85
4,Parque Nacional Rapa Nui,409041,Soluta nihil quae aliquam. Laboriosam maiores minus sint id. Nam eum qui neque non quibusdam.,8281.41,26,337,CERRO DE LOS BATANES MESA DEL ESPARRAGAL,12139.1491,PROFESIONAL,112
4,Parque Nacional Rapa Nui,409041,Soluta nihil quae aliquam. Laboriosam maiores minus sint id. Nam eum qui neque non quibusdam.,8281.41,26,338,VÍA VERDE DE BORNOS DEL GUADIARO,5007.3388,ALTA,115
4,Parque Nacional Rapa Nui,409041,Soluta nihil quae aliquam. Laboriosam maiores minus sint id. Nam eum qui neque non quibusdam.,8281.41,26,339,DESCENSO DEL ARROYO DE LA GARGANTA DEL BOYAR VERDE DEL PUERTO DE SANTA MARÍA,11990.7554,ALTA,33
4,Parque Nacional Rapa Nui,409041,Soluta nihil quae aliquam. Laboriosam maiores minus sint id. Nam eum qui neque non quibusdam.,8281.41,26,340,CAÑADA REAL DE CORDERO DE FARDELA,14055.9623,PROFESIONAL,111
4,Parque Nacional Rapa Nui,409041,Soluta nihil quae aliquam. Laboriosam maiores minus sint id. Nam eum qui neque non quibusdam.,8281.41,26,341,ARROYOMOLINOS DEL GUADIARO,5304.864,MEDIA,194
4,Parque Nacional Rapa Nui,409041,Soluta nihil quae aliquam. Laboriosam maiores minus sint id. Nam eum qui neque non quibusdam.,8281.41,26,342,PUERTA VERDE DE SANLÚCAR DE BARRAMEDA DE FUENTE AMARGA,16406.7326,PROFESIONAL,70
4,Parque Nacional Rapa Nui,409041,Soluta nihil quae aliquam. Laboriosam maiores minus sint id. Nam eum qui neque non quibusdam.,8281.41,26,343,CALAS DE CONIL ,1657.4284,MEDIA,265
4,Parque Nacional Rapa Nui,409041,Soluta nihil quae aliquam. Laboriosam maiores minus sint id. Nam eum qui neque non quibusdam.,8281.41,26,344,FRONTERA FORESTAL VERDE DE LA COSTA NOROESTE,9858.9603,BAJA,91
5,Reserva Nacional Roblería del Cobre de Loncha,58544,Quidem delectus quaerat doloribus similique sed tenetur. Est doloribus fugiat exercitationem iste.,7392.21,28,345,CONIL DE LA FRONTERA-VEJER DE LA FRONTERA PINSAPAR,13451.4999,MUY BAJA,277
5,Reserva Nacional Roblería del Cobre de Loncha,58544,Quidem delectus quaerat doloribus similique sed tenetur. Est doloribus fugiat exercitationem iste.,7392.21,28,346,OJO DEL MORO DEL ENDRINAL,7697.6068,BAJA,115
5,Reserva Nacional Roblería del Cobre de Loncha,58544,Quidem delectus quaerat doloribus similique sed tenetur. Est doloribus fugiat exercitationem iste.,7392.21,28,347,MONTE DE HIGUERÓN ZAHARA - EL GASTOR,11423.7537,MEDIA,270
5,Reserva Nacional Roblería del Cobre de Loncha,58544,Quidem delectus quaerat doloribus similique sed tenetur. Est doloribus fugiat exercitationem iste.,7392.21,28,348,PUERTA VERDE DE SANLÚCAR DE BARRAMEDA DEL CALVARIO,10933.0646,MUY ALTA,174
5,Reserva Nacional Roblería del Cobre de Loncha,58544,Quidem delectus quaerat doloribus similique sed tenetur. Est doloribus fugiat exercitationem iste.,7392.21,28,349,GARGANTA DE MILLAN CAÑUELO,15449.6753,PROFESIONAL,65
5,Reserva Nacional Roblería del Cobre de Loncha,58544,Quidem delectus quaerat doloribus similique sed tenetur. Est doloribus fugiat exercitationem iste.,7392.21,28,350,LAS PLATERAS DE LAS VIÑAS,15981.7314,ALTA,70
5,Reserva Nacional Roblería del Cobre de Loncha,58544,Quidem delectus quaerat doloribus similique sed tenetur. Est doloribus fugiat exercitationem iste.,7392.21,28,351,COLA DEL EMBALSE DE BORNOS AL SANTUARIO DE NUESTRA SEÑORA DE LOS SANTOS,16563.686,MUY ALTA,37
5,Reserva Nacional Roblería del Cobre de Loncha,58544,Quidem delectus quaerat doloribus similique sed tenetur. Est doloribus fugiat exercitationem iste.,7392.21,28,352,COMPLEJO ENDORREICO DE CHICLANA MUELA-LOS NACIMIENTOS,6448.2838,PROFESIONAL,105
5,Reserva Nacional Roblería del Cobre de Loncha,58544,Quidem delectus quaerat doloribus similique sed tenetur. Est doloribus fugiat exercitationem iste.,7392.21,28,353,LA MONTERA DEL TORERO DE LOS PESCADORES,14140.59,PROFESIONAL,93
5,Reserva Nacional Roblería del Cobre de Loncha,58544,Quidem delectus quaerat doloribus similique sed tenetur. Est doloribus fugiat exercitationem iste.,7392.21,28,354,CAMINO DE LOS PESCADORES GUADALMESÍ,8480.2051,MUY BAJA,214
5,Reserva Nacional Roblería del Cobre de Loncha,58544,Quidem delectus quaerat doloribus similique sed tenetur. Est doloribus fugiat exercitationem iste.,7392.21,28,355,DEL ACANTILADO DEL LITORAL DE ROTA,18568.2473,PROFESIONAL,171
5,Reserva Nacional Roblería del Cobre de Loncha,58544,Quidem delectus quaerat doloribus similique sed tenetur. Est doloribus fugiat exercitationem iste.,7392.21,28,356,PICACHO-PEGUERA DE CAMINOS,18270.071,BAJA,44
5,Reserva Nacional Roblería del Cobre de Loncha,58544,Quidem delectus quaerat doloribus similique sed tenetur. Est doloribus fugiat exercitationem iste.,7392.21,28,357,TAJILLO Y TAJO TESORILLO,16206.615,PROFESIONAL,217
5,Reserva Nacional Roblería del Cobre de Loncha,58544,Quidem delectus quaerat doloribus similique sed tenetur. Est doloribus fugiat exercitationem iste.,7392.21,28,358,GARGANTA DE MILLAN DE ESPERILLA,12523.2547,MUY ALTA,166
5,Reserva Nacional Roblería del Cobre de Loncha,58544,Quidem delectus quaerat doloribus similique sed tenetur. Est doloribus fugiat exercitationem iste.,7392.21,28,359,LA TEJA PALANCAR,12073.1307,MEDIA,107
5,Reserva Nacional Rio de Los Cipreses,920447,Sint molestias vero totam nihil aliquid. Nisi provident temporibus laboriosam praesentium quibusdam amet. Minima omnis vitae quaerat molestiae earum. At quae tempore eveniet molestiae.,19231.71,29,360,HUERTA LAGARÍN MAJACEITE,11700.5797,MUY BAJA,178
5,Reserva Nacional Rio de Los Cipreses,920447,Sint molestias vero totam nihil aliquid. Nisi provident temporibus laboriosam praesentium quibusdam amet. Minima omnis vitae quaerat molestiae earum. At quae tempore eveniet molestiae.,19231.71,29,361,SUBIDA AL TAJO DE UTRERA DE ZAFRAMAGÓN,17952.1579,PROFESIONAL,268
5,Reserva Nacional Rio de Los Cipreses,920447,Sint molestias vero totam nihil aliquid. Nisi provident temporibus laboriosam praesentium quibusdam amet. Minima omnis vitae quaerat molestiae earum. At quae tempore eveniet molestiae.,19231.71,29,362,CALLEJÓN DEL MOLINO AURELIA,5479.8267,MUY ALTA,155
5,Reserva Nacional Rio de Los Cipreses,920447,Sint molestias vero totam nihil aliquid. Nisi provident temporibus laboriosam praesentium quibusdam amet. Minima omnis vitae quaerat molestiae earum. At quae tempore eveniet molestiae.,19231.71,29,363,LA TEJA DE LA JANDA,4114.9475,BAJA,256
5,Reserva Nacional Rio de Los Cipreses,920447,Sint molestias vero totam nihil aliquid. Nisi provident temporibus laboriosam praesentium quibusdam amet. Minima omnis vitae quaerat molestiae earum. At quae tempore eveniet molestiae.,19231.71,29,364,SALINAS Y CAÑADAS DE PRADO DEL REY Y  EL BOSQUE VERDE DE BORNOS,13762.1462,ALTA,106
5,Reserva Nacional Rio de Los Cipreses,920447,Sint molestias vero totam nihil aliquid. Nisi provident temporibus laboriosam praesentium quibusdam amet. Minima omnis vitae quaerat molestiae earum. At quae tempore eveniet molestiae.,19231.71,29,365,LA MUELA-LOS NACIMIENTOS DEL GUADIARO,17286.8774,BAJA,164
