eid,vinoid
439,25
15,25
943,25
355,25
525,25
994,25
562,25
956,25
459,25
610,25
967,25
95,25
812,25
637,25
685,25
887,25
945,25
937,25
765,25
333,25
798,25
494,25
193,25
839,25
431,25
240,25
142,25
846,25
13,25
49,25
876,25
563,25
720,25
744,25
633,25
788,25
645,25
910,25
533,25
316,25
263,25
104,25
995,25
779,25
535,25
669,25
660,25
716,25
368,25
818,25
248,25
905,25
743,25
914,25
742,25
664,25
983,25
17,25
587,25
810,25
958,25
24,25
31,25
711,25
176,25
668,25
101,25
596,25
52,25
549,25
487,25
177,25
619,25
665,25
163,25
959,25
335,25
447,25
821,25
232,25
666,25
413,25
895,25
362,25
856,25
71,25
583,25
75,25
824,25
649,25
136,25
383,25
345,26
513,26
238,26
307,26
817,26
748,26
805,26
604,26
464,26
907,26
361,26
498,26
693,26
295,26
204,26
954,26
640,26
148,26
485,26
477,26
371,26
612,26
516,26
840,26
900,26
678,26
133,26
726,26
425,26
0,26
575,26
710,26
480,26
27,26
61,26
258,26
978,26
901,26
357,26
653,26
112,26
482,26
644,26
210,26
122,26
553,26
881,26
509,26
242,26
74,26
343,26
306,26
565,26
977,26
893,26
180,26
947,26
963,26
411,26
327,26
222,26
909,26
192,26
939,26
21,26
149,26
594,26
707,26
364,26
996,26
917,26
374,26
312,26
205,26
469,26
523,26
245,26
965,26
651,26
254,26
281,26
605,26
778,26
311,26
443,26
293,26
236,26
679,26
70,26
259,26
16,26
657,26
7,26
408,26
390,26
866,26
544,26
86,26
756,26
727,26
43,26
723,26
496,26
684,26
444,26
332,26
894,26
139,26
794,26
844,26
969,26
753,26
682,26
620,26
972,26
146,26
527,26
59,26
733,26
750,26
835,26
613,26
243,26
928,26
725,26
294,26
683,26
77,26
697,26
54,26
546,26
339,26
593,26
331,26
99,26
804,26
121,26
681,26
155,26
208,26
688,26
878,26
777,26
476,26
934,26
267,26
308,26
213,26
700,26
78,26
522,26
964,26
732,26
351,26
195,26
29,26
429,26
507,26
249,26
203,26
56,26
283,26
67,26
806,26
774,26
971,26
558,26
91,26
465,26
889,26
606,26
241,26
184,26
833,26
199,26
775,26
37,26
786,26
797,26
141,26
150,26
87,26
602,26
675,26
631,26
761,26
764,26
787,26
944,26
918,26
376,26
724,26
852,26
617,26
4,26
275,26
96,26
962,26
865,26
855,26
125,26
28,26
65,26
557,26
233,26
524,26
663,26
584,26
795,26
808,26
819,26
409,26
714,26
26,26
189,26
718,26
206,26
454,26
437,26
352,26
581,26
588,26
68,26
427,26
676,26
879,26
998,26
615,26
386,26
170,26
467,26
264,26
757,26
497,26
643,26
799,26
84,26
322,26
173,26
399,26
153,26
771,26
706,26
66,26
340,26
551,26
273,26
548,26
76,26
838,26
784,26
850,26
511,26
872,26
156,26
566,26
369,26
160,26
990,26
400,26
10,26
924,26
159,26
57,26
703,26
324,26
60,26
234,26
209,26
896,26
760,26
731,26
462,26
47,26
953,26
843,26
181,26
518,26
138,26
912,26
278,26
737,26
785,26
85,26
827,26
300,26
834,26
436,26
499,26
543,26
183,26
285,26
911,26
882,26
42,26
857,26
530,26
229,26
144,26
796,26
323,26
80,26
919,26
561,26
949,26
597,26
938,26
88,26
365,26
271,26
570,26
751,26
231,26
220,26
147,26
167,26
564,26
793,26
816,26
458,26
608,26
603,26
6,26
639,26
528,26
526,26
36,26
108,26
250,26
127,26
699,26
64,26
102,26
847,26
217,26
916,26
468,26
712,26
394,26
424,26
207,26
235,26
132,26
672,26
952,26
622,26
129,26
191,26
401,26
931,26
304,26
225,26
571,26
128,26
654,26
391,26
946,26
762,26
32,26
772,26
801,26
529,26
18,26
717,26
848,26
539,26
453,26
773,26
960,26
131,26
514,26
446,26
420,26
63,26
337,26
62,26
12,26
735,26
182,26
618,26
921,26
134,26
310,26
740,26
90,26
828,26
614,26
448,26
405,26
755,26
190,26
906,26
495,26
33,26
691,26
19,26
854,26
317,26
347,26
397,26
970,26
673,26
875,26
479,26
123,26
885,26
79,26
252,26
171,26
789,26
920,26
92,26
115,26
859,26
858,26
677,26
288,26
898,26
500,26
197,26
930,26
274,26
521,26
999,26
976,26
715,26
135,26
432,26
219,26
290,26
287,26
891,26
422,26
227,26
329,26
94,26
172,26
158,26
151,26
979,26
704,26
780,26
831,26
763,26
381,26
680,26
46,26
305,26
997,26
915,26
690,26
292,26
504,26
623,26
629,26
348,26
395,26
973,26
98,26
758,26
694,26
455,26
531,26
573,26
607,26
940,26
72,26
282,26
435,26
314,26
456,26
341,26
404,26
568,26
628,26
616,26
30,26
650,26
591,26
652,26
247,26
410,26
296,26
50,26
114,26
642,26
154,26
393,26
488,26
951,26
648,26
261,26
556,26
658,26
55,26
188,26
478,26
239,26
489,26
349,26
360,26
577,26
768,26
175,26
162,26
611,26
268,26
899,26
266,26
492,26
472,26
542,26
423,26
471,26
638,26
769,26
992,26
842,26
269,26
419,26
929,26
38,26
325,26
624,26
792,26
119,26
503,26
228,26
81,26
430,26
302,26
880,26
713,26
202,26
966,26
414,26
3,26
582,26
452,26
626,26
93,26
44,26
328,26
989,26
211,26
984,26
538,26
223,26
517,26
82,26
957,26
8,26
853,26
366,26
601,26
286,26
441,26
980,26
692,26
246,26
890,26
908,26
671,26
140,26
284,26
541,26
69,26
113,26
224,26
120,26
34,26
519,26
470,26
510,26
922,26
932,26
590,26
627,26
823,26
417,26
384,26
179,26
358,26
53,26
388,26
636,26
506,26
73,26
187,26
276,26
403,26
837,26
375,26
298,26
389,26
382,26
270,26
428,26
161,26
299,26
272,26
982,26
686,26
936,26
51,26
379,26
670,26
407,26
265,26
109,26
289,26
634,26
809,26
165,26
198,26
97,26
326,26
569,26
520,26
884,26
321,26
689,26
330,26
687,26
554,26
759,26
647,26
950,26
770,26
646,26
822,26
483,26
790,26
572,26
783,26
251,26
110,26
342,26
338,26
186,26
550,26
867,26
221,26
948,26
434,26
14,26
359,26
370,26
903,26
315,26
406,26
194,26
803,26
20,26
868,26
502,26
738,26
473,26
117,26
728,26
11,26
534,26
829,26
440,26
313,26
749,26
902,26
130,26
255,26
445,26
813,26
442,26
599,26
412,26
555,26
356,26
262,26
461,26
378,26
913,26
974,26
782,26
734,26
537,26
559,26
106,26
107,26
380,26
126,26
767,26
474,26
585,26
116,26
35,26
257,26
385,26
985,26
849,26
698,26
975,26
883,26
280,26
230,26
741,26
372,26
600,26
705,26
580,26
309,26
815,26
722,26
346,26
451,26
987,26
869,26
5,26
864,26
923,26
925,26
766,26
702,26
334,26
9,26
632,26
871,26
719,26
536,26
105,26
218,26
826,26
832,26
746,26
814,26
576,26
23,26
747,26
200,26
986,26
955,26
933,26
935,26
635,26
157,26
674,26
398,26
214,26
579,26
515,26
426,26
739,26
820,26
421,26
416,26
291,26
981,26
661,26
212,26
942,26
991,26
662,26
196,26
344,26
736,26
807,26
353,26
178,26
892,26
791,26
512,26
709,26
493,26
560,26
215,26
993,26
701,26
152,26
862,26
415,26
656,26
811,26
377,26
781,26
124,26
802,26
721,26
505,26
874,26
825,26
318,26
481,26
729,26
860,26
41,26
168,26
392,26
886,26
320,26
574,26
655,26
863,26
253,26
39,26
491,26
438,26
143,26
350,26
260,26
40,26
754,26
625,26
968,26
927,26
578,26
501,26
48,26
367,26
25,26
244,26
256,26
387,26
100,26
592,26
1,26
363,26
486,26
303,26
567,26
641,26
547,26
897,26
609,26
830,26
532,26
877,26
463,26
589,26
336,26
861,26
185,26
841,26
402,26
870,26
540,26
216,26
667,26
166,26
552,26
776,26
904,26
373,26
800,26
988,26
111,26
319,26
961,26
174,26
851,26
58,26
301,26
45,26
433,26
708,26
873,26
237,26
297,26
418,26
89,26
145,26
745,26
696,26
460,26
466,26
22,26
836,26
888,26
169,26
659,26
941,26
354,26
586,26
2,26
598,26
118,26
508,26
475,26
226,26
457,26
396,26
103,26
490,26
164,26
695,26
630,26
752,26
545,26
595,26
484,26
439,26
15,26
943,26
355,26
525,26
994,26
562,26
956,26
459,26
610,26
967,26
95,26
812,26
637,26
685,26
887,26
945,26
937,26
765,26
333,26
798,26
494,26
193,26
839,26
431,26
240,26
142,26
846,26
13,26
49,26
876,26
563,26
720,26
744,26
633,26
788,26
645,26
910,26
533,26
316,26
263,26
104,26
995,26
779,26
535,26
669,26
845,26
660,26
716,26
368,26
818,26
248,26
905,26
743,26
914,26
742,26
664,26
983,26
17,26
587,26
810,26
958,26
24,26
31,26
711,26
176,26
668,26
101,26
596,26
52,26
549,26
487,26
177,26
619,26
665,26
163,26
959,26
335,26
447,26
449,26
821,26
232,26
666,26
413,26
895,26
362,26
856,26
71,26
583,26
75,26
824,26
649,26
136,26
383,26
345,27
513,27
238,27
307,27
817,27
748,27
805,27
604,27
464,27
907,27
361,27
498,27
693,27
295,27
204,27
954,27
640,27
148,27
485,27
477,27
371,27
612,27
516,27
840,27
900,27
678,27
133,27
726,27
425,27
0,27
575,27
710,27
480,27
27,27
61,27
258,27
978,27
901,27
357,27
653,27
112,27
482,27
644,27
210,27
122,27
553,27
881,27
509,27
242,27
74,27
343,27
306,27
565,27
977,27
893,27
180,27
947,27
963,27
411,27
327,27
222,27
909,27
192,27
939,27
21,27
149,27
594,27
707,27
364,27
996,27
917,27
374,27
312,27
205,27
469,27
523,27
245,27
965,27
651,27
254,27
281,27
605,27
778,27
311,27
443,27
279,27
293,27
236,27
679,27
70,27
259,27
16,27
657,27
7,27
408,27
390,27
866,27
544,27
86,27
756,27
727,27
43,27
723,27
496,27
684,27
444,27
332,27
894,27
139,27
794,27
844,27
969,27
753,27
682,27
620,27
972,27
146,27
527,27
59,27
733,27
750,27
835,27
613,27
243,27
928,27
725,27
294,27
683,27
77,27
697,27
54,27
546,27
339,27
593,27
331,27
99,27
804,27
121,27
681,27
155,27
208,27
688,27
878,27
777,27
476,27
934,27
267,27
308,27
213,27
700,27
78,27
522,27
964,27
732,27
351,27
195,27
29,27
429,27
507,27
249,27
203,27
56,27
283,27
67,27
806,27
774,27
971,27
558,27
91,27
465,27
889,27
606,27
241,27
184,27
833,27
199,27
775,27
37,27
786,27
797,27
141,27
150,27
87,27
602,27
675,27
631,27
761,27
764,27
787,27
918,27
376,27
724,27
852,27
617,27
4,27
275,27
96,27
962,27
865,27
855,27
125,27
28,27
65,27
557,27
233,27
524,27
663,27
584,27
795,27
808,27
819,27
409,27
714,27
26,27
189,27
718,27
206,27
454,27
437,27
352,27
581,27
588,27
68,27
427,27
676,27
879,27
998,27
615,27
386,27
170,27
467,27
264,27
757,27
497,27
643,27
799,27
84,27
322,27
173,27
399,27
153,27
771,27
706,27
66,27
340,27
551,27
273,27
548,27
76,27
838,27
784,27
850,27
511,27
872,27
156,27
566,27
369,27
160,27
990,27
400,27
10,27
924,27
159,27
57,27
703,27
201,27
324,27
60,27
234,27
896,27
760,27
731,27
462,27
47,27
953,27
843,27
181,27
518,27
138,27
912,27
278,27
737,27
785,27
85,27
827,27
300,27
834,27
436,27
499,27
543,27
183,27
285,27
911,27
882,27
42,27
857,27
530,27
229,27
144,27
796,27
323,27
80,27
919,27
561,27
949,27
597,27
938,27
88,27
365,27
271,27
570,27
751,27
231,27
220,27
147,27
167,27
564,27
793,27
816,27
458,27
608,27
603,27
6,27
639,27
528,27
526,27
36,27
108,27
250,27
127,27
699,27
64,27
102,27
847,27
217,27
916,27
83,27
468,27
712,27
394,27
424,27
207,27
235,27
132,27
672,27
952,27
622,27
129,27
191,27
401,27
931,27
304,27
225,27
571,27
128,27
654,27
391,27
946,27
762,27
32,27
772,27
801,27
529,27
18,27
717,27
848,27
539,27
453,27
773,27
960,27
131,27
514,27
446,27
420,27
63,27
337,27
62,27
621,27
12,27
735,27
182,27
618,27
921,27
134,27
310,27
740,27
90,27
828,27
614,27
448,27
405,27
755,27
190,27
906,27
495,27
33,27
691,27
19,27
854,27
317,27
347,27
397,27
970,27
673,27
875,27
479,27
123,27
885,27
79,27
252,27
171,27
789,27
920,27
92,27
115,27
859,27
858,27
677,27
288,27
898,27
500,27
197,27
930,27
274,27
521,27
999,27
976,27
715,27
135,27
432,27
219,27
290,27
287,27
891,27
422,27
227,27
329,27
94,27
172,27
158,27
151,27
979,27
704,27
780,27
831,27
763,27
381,27
680,27
46,27
305,27
997,27
915,27
690,27
292,27
504,27
623,27
629,27
348,27
395,27
973,27
98,27
758,27
694,27
455,27
531,27
573,27
607,27
940,27
72,27
282,27
435,27
314,27
456,27
341,27
404,27
568,27
628,27
616,27
30,27
650,27
591,27
652,27
247,27
410,27
296,27
50,27
114,27
642,27
154,27
393,27
488,27
951,27
648,27
261,27
556,27
658,27
55,27
188,27
478,27
239,27
489,27
349,27
360,27
577,27
768,27
175,27
162,27
611,27
268,27
899,27
266,27
492,27
472,27
542,27
423,27
471,27
638,27
769,27
992,27
842,27
269,27
419,27
929,27
38,27
325,27
624,27
792,27
119,27
503,27
228,27
81,27
430,27
302,27
730,27
880,27
713,27
202,27
966,27
414,27
3,27
582,27
452,27
626,27
93,27
44,27
328,27
989,27
211,27
984,27
538,27
223,27
517,27
82,27
957,27
8,27
853,27
366,27
601,27
286,27
441,27
980,27
692,27
246,27
890,27
908,27
671,27
140,27
284,27
541,27
69,27
113,27
224,27
120,27
34,27
519,27
470,27
510,27
922,27
932,27
590,27
823,27
417,27
384,27
179,27
358,27
53,27
388,27
636,27
506,27
73,27
187,27
276,27
403,27
837,27
375,27
298,27
389,27
382,27
270,27
428,27
161,27
299,27
272,27
982,27
936,27
51,27
379,27
670,27
407,27
265,27
109,27
289,27
634,27
809,27
165,27
198,27
97,27
326,27
569,27
520,27
884,27
277,27
321,27
689,27
330,27
687,27
554,27
759,27
647,27
950,27
770,27
646,27
822,27
483,27
790,27
572,27
783,27
251,27
110,27
342,27
338,27
186,27
550,27
221,27
948,27
434,27
14,27
359,27
370,27
903,27
315,27
406,27
194,27
803,27
20,27
868,27
502,27
738,27
473,27
117,27
728,27
11,27
534,27
829,27
440,27
313,27
749,27
902,27
130,27
255,27
445,27
813,27
442,27
599,27
412,27
555,27
356,27
262,27
461,27
378,27
974,27
782,27
734,27
537,27
559,27
106,27
107,27
380,27
137,27
126,27
767,27
474,27
585,27
116,27
35,27
257,27
385,27
985,27
849,27
698,27
883,27
280,27
230,27
741,27
372,27
600,27
705,27
580,27
309,27
815,27
722,27
346,27
451,27
987,27
869,27
5,27
864,27
923,27
925,27
766,27
702,27
334,27
9,27
632,27
871,27
719,27
105,27
218,27
826,27
832,27
746,27
814,27
576,27
23,27
926,27
747,27
200,27
986,27
955,27
933,27
935,27
450,27
635,27
157,27
674,27
398,27
214,27
515,27
426,27
739,27
820,27
421,27
416,27
291,27
981,27
661,27
212,27
942,27
991,27
662,27
196,27
344,27
736,27
807,27
353,27
178,27
892,27
791,27
512,27
709,27
493,27
560,27
215,27
993,27
701,27
152,27
862,27
415,27
656,27
811,27
377,27
781,27
124,27
802,27
721,27
505,27
874,27
825,27
318,27
481,27
729,27
860,27
41,27
168,27
392,27
886,27
320,27
574,27
655,27
863,27
253,27
39,27
491,27
438,27
143,27
350,27
260,27
40,27
754,27
625,27
968,27
927,27
578,27
501,27
48,27
367,27
25,27
244,27
256,27
387,27
100,27
592,27
1,27
363,27
486,27
303,27
567,27
641,27
547,27
897,27
609,27
830,27
532,27
877,27
463,27
589,27
336,27
861,27
185,27
841,27
402,27
870,27
540,27
216,27
667,27
166,27
552,27
776,27
904,27
373,27
800,27
988,27
111,27
319,27
961,27
174,27
851,27
58,27
301,27
45,27
433,27
708,27
873,27
237,27
297,27
418,27
89,27
145,27
745,27
696,27
460,27
466,27
22,27
836,27
888,27
169,27
659,27
941,27
354,27
586,27
2,27
598,27
118,27
508,27
475,27
226,27
457,27
396,27
103,27
490,27
164,27
695,27
630,27
752,27
545,27
595,27
484,27
439,27
15,27
943,27
355,27
525,27
994,27
562,27
956,27
459,27
610,27
967,27
95,27
812,27
637,27
685,27
887,27
945,27
937,27
765,27
333,27
798,27
494,27
193,27
839,27
431,27
240,27
142,27
846,27
13,27
49,27
876,27
563,27
720,27
744,27
633,27
788,27
645,27
910,27
533,27
316,27
263,27
104,27
995,27
779,27
535,27
669,27
845,27
660,27
716,27
368,27
818,27
248,27
905,27
743,27
914,27
742,27
664,27
983,27
17,27
587,27
810,27
958,27
24,27
31,27
711,27
176,27
668,27
101,27
596,27
52,27
549,27
487,27
177,27
619,27
665,27
163,27
959,27
335,27
447,27
449,27
821,27
232,27
666,27
413,27
895,27
362,27
856,27
71,27
583,27
75,27
824,27
136,27
383,27
345,28
513,28
238,28
307,28
817,28
748,28
805,28
604,28
464,28
907,28
361,28
498,28
693,28
295,28
204,28
954,28
640,28
148,28
485,28
477,28
371,28
612,28
516,28
840,28
678,28
133,28
726,28
425,28
0,28
575,28
710,28
480,28
27,28
61,28
258,28
978,28
901,28
357,28
653,28
112,28
482,28
644,28
210,28
553,28
881,28
509,28
242,28
74,28
343,28
306,28
565,28
977,28
893,28
180,28
947,28
963,28
411,28
327,28
222,28
909,28
192,28
939,28
21,28
149,28
594,28
707,28
364,28
996,28
917,28
374,28
312,28
205,28
469,28
245,28
965,28
651,28
254,28
281,28
605,28
778,28
311,28
443,28
279,28
293,28
236,28
679,28
70,28
259,28
16,28
657,28
7,28
408,28
390,28
866,28
544,28
86,28
756,28
727,28
43,28
723,28
496,28
684,28
444,28
332,28
894,28
139,28
794,28
844,28
969,28
753,28
682,28
620,28
972,28
146,28
527,28
59,28
733,28
750,28
835,28
613,28
243,28
928,28
725,28
294,28
683,28
77,28
697,28
54,28
546,28
339,28
593,28
331,28
99,28
804,28
121,28
681,28
155,28
208,28
688,28
878,28
777,28
476,28
934,28
267,28
308,28
213,28
700,28
78,28
522,28
964,28
732,28
351,28
195,28
29,28
429,28
507,28
249,28
203,28
56,28
283,28
67,28
806,28
774,28
971,28
558,28
91,28
465,28
889,28
606,28
241,28
184,28
833,28
199,28
775,28
37,28
786,28
797,28
141,28
150,28
87,28
602,28
675,28
631,28
761,28
764,28
787,28
944,28
918,28
376,28
724,28
852,28
617,28
4,28
275,28
96,28
962,28
855,28
125,28
28,28
65,28
557,28
233,28
524,28
663,28
584,28
795,28
808,28
819,28
409,28
714,28
26,28
189,28
718,28
206,28
437,28
352,28
581,28
588,28
68,28
427,28
676,28
879,28
998,28
615,28
386,28
170,28
467,28
264,28
757,28
497,28
643,28
799,28
84,28
322,28
173,28
399,28
153,28
771,28
706,28
66,28
340,28
551,28
273,28
548,28
76,28
838,28
784,28
850,28
511,28
872,28
156,28
566,28
369,28
160,28
990,28
400,28
10,28
924,28
159,28
57,28
703,28
201,28
324,28
60,28
234,28
209,28
896,28
760,28
731,28
462,28
47,28
953,28
843,28
181,28
518,28
138,28
912,28
278,28
737,28
785,28
85,28
827,28
300,28
834,28
436,28
499,28
543,28
183,28
285,28
911,28
882,28
42,28
857,28
530,28
229,28
144,28
796,28
323,28
80,28
919,28
561,28
949,28
597,28
938,28
88,28
365,28
271,28
570,28
751,28
231,28
220,28
147,28
564,28
793,28
458,28
608,28
603,28
6,28
639,28
528,28
526,28
36,28
108,28
250,28
127,28
699,28
64,28
102,28
847,28
217,28
916,28
83,28
468,28
712,28
394,28
424,28
207,28
235,28
132,28
672,28
952,28
622,28
129,28
191,28
401,28
931,28
304,28
225,28
571,28
128,28
654,28
391,28
946,28
762,28
32,28
772,28
801,28
529,28
18,28
717,28
848,28
539,28
453,28
773,28
960,28
131,28
514,28
446,28
420,28
63,28
337,28
62,28
621,28
12,28
735,28
182,28
618,28
921,28
134,28
310,28
740,28
90,28
828,28
614,28
448,28
405,28
755,28
190,28
906,28
495,28
33,28
691,28
19,28
854,28
317,28
347,28
397,28
970,28
673,28
875,28
479,28
123,28
885,28
79,28
252,28
171,28
789,28
920,28
92,28
115,28
859,28
858,28
677,28
288,28
898,28
500,28
197,28
930,28
274,28
521,28
999,28
976,28
715,28
135,28
432,28
219,28
290,28
287,28
891,28
422,28
227,28
329,28
94,28
172,28
158,28
151,28
979,28
704,28
780,28
831,28
763,28
381,28
680,28
46,28
305,28
997,28
915,28
690,28
292,28
504,28
623,28
629,28
348,28
395,28
973,28
98,28
758,28
694,28
455,28
531,28
573,28
607,28
940,28
72,28
282,28
435,28
314,28
456,28
341,28
404,28
568,28
628,28
616,28
30,28
650,28
591,28
652,28
247,28
410,28
296,28
50,28
114,28
642,28
154,28
393,28
488,28
951,28
261,28
556,28
658,28
55,28
188,28
478,28
239,28
489,28
349,28
360,28
577,28
768,28
175,28
162,28
611,28
268,28
899,28
266,28
492,28
472,28
542,28
423,28
471,28
638,28
769,28
992,28
842,28
269,28
419,28
929,28
38,28
325,28
624,28
792,28
119,28
503,28
228,28
81,28
430,28
302,28
730,28
880,28
713,28
202,28
966,28
414,28
3,28
582,28
452,28
626,28
93,28
328,28
989,28
211,28
984,28
538,28
223,28
517,28
82,28
957,28
8,28
853,28
366,28
601,28
286,28
441,28
980,28
692,28
246,28
890,28
908,28
671,28
140,28
284,28
541,28
69,28
113,28
224,28
120,28
34,28
519,28
470,28
510,28
922,28
932,28
590,28
627,28
823,28
417,28
384,28
179,28
358,28
53,28
388,28
636,28
506,28
73,28
187,28
276,28
403,28
375,28
298,28
389,28
382,28
270,28
428,28
161,28
299,28
272,28
982,28
686,28
936,28
51,28
379,28
670,28
407,28
265,28
109,28
289,28
634,28
809,28
165,28
198,28
97,28
326,28
569,28
520,28
884,28
277,28
321,28
689,28
330,28
687,28
554,28
759,28
647,28
950,28
770,28
646,28
822,28
483,28
790,28
572,28
783,28
251,28
110,28
342,28
338,28
186,28
550,28
867,28
221,28
948,28
434,28
14,28
359,28
370,28
903,28
315,28
406,28
194,28
803,28
20,28
868,28
502,28
738,28
473,28
117,28
728,28
11,28
534,28
829,28
440,28
313,28
749,28
130,28
255,28
445,28
813,28
442,28
599,28
412,28
555,28
356,28
262,28
461,28
378,28
913,28
974,28
782,28
734,28
537,28
559,28
106,28
107,28
380,28
137,28
767,28
474,28
585,28
116,28
35,28
257,28
385,28
985,28
849,28
698,28
975,28
883,28
280,28
230,28
741,28
372,28
600,28
705,28
580,28
309,28
815,28
722,28
346,28
451,28
987,28
869,28
5,28
864,28
923,28
925,28
766,28
702,28
334,28
9,28
632,28
871,28
719,28
536,28
105,28
218,28
826,28
746,28
814,28
576,28
23,28
926,28
747,28
200,28
986,28
955,28
933,28
935,28
450,28
635,28
157,28
674,28
398,28
214,28
579,28
515,28
426,28
739,28
820,28
421,28
416,28
291,28
981,28
661,28
212,28
942,28
991,28
662,28
196,28
344,28
736,28
807,28
353,28
178,28
892,28
791,28
512,28
709,28
493,28
215,28
993,28
701,28
152,28
862,28
415,28
656,28
811,28
377,28
781,28
124,28
802,28
721,28
505,28
874,28
825,28
318,28
481,28
729,28
860,28
41,28
168,28
392,28
886,28
320,28
574,28
655,28
863,28
253,28
39,28
491,28
438,28
143,28
350,28
260,28
40,28
754,28
625,28
968,28
927,28
578,28
501,28
48,28
367,28
25,28
244,28
256,28
387,28
100,28
592,28
1,28
363,28
486,28
303,28
567,28
641,28
547,28
897,28
609,28
830,28
532,28
877,28
463,28
589,28
336,28
861,28
185,28
841,28
402,28
870,28
540,28
216,28
667,28
166,28
552,28
776,28
904,28
373,28
800,28
988,28
111,28
319,28
961,28
174,28
851,28
58,28
301,28
45,28
433,28
708,28
873,28
237,28
297,28
418,28
89,28
145,28
745,28
696,28
460,28
466,28
22,28
836,28
888,28
169,28
659,28
941,28
354,28
586,28
2,28
598,28
118,28
508,28
475,28
226,28
457,28
396,28
103,28
490,28
164,28
695,28
630,28
752,28
545,28
595,28
484,28
439,28
15,28
943,28
355,28
525,28
994,28
562,28
956,28
459,28
610,28
967,28
95,28
812,28
637,28
685,28
887,28
945,28
937,28
765,28
333,28
798,28
494,28
193,28
839,28
431,28
240,28
142,28
846,28
13,28
49,28
876,28
563,28
720,28
744,28
633,28
788,28
645,28
910,28
533,28
316,28
263,28
104,28
995,28
779,28
535,28
669,28
845,28
660,28
716,28
368,28
818,28
248,28
905,28
743,28
914,28
742,28
664,28
983,28
17,28
587,28
810,28
958,28
24,28
31,28
711,28
176,28
668,28
101,28
596,28
52,28
549,28
487,28
177,28
619,28
665,28
163,28
959,28
335,28
447,28
449,28
821,28
232,28
666,28
413,28
895,28
362,28
856,28
71,28
583,28
75,28
824,28
649,28
136,28
383,28
345,29
513,29
238,29
307,29
817,29
748,29
805,29
604,29
464,29
907,29
361,29
498,29
693,29
295,29
204,29
954,29
640,29
148,29
477,29
371,29
612,29
516,29
840,29
900,29
678,29
133,29
726,29
425,29
0,29
575,29
710,29
480,29
27,29
61,29
258,29
978,29
901,29
357,29
653,29
112,29
482,29
644,29
210,29
122,29
553,29
881,29
509,29
242,29
74,29
343,29
306,29
565,29
977,29
893,29
180,29
947,29
963,29
411,29
327,29
222,29
909,29
192,29
939,29
21,29
149,29
594,29
707,29
364,29
996,29
917,29
374,29
312,29
205,29
469,29
523,29
245,29
965,29
651,29
254,29
281,29
605,29
778,29
311,29
443,29
279,29
293,29
236,29
679,29
70,29
259,29
657,29
7,29
408,29
390,29
866,29
544,29
86,29
756,29
727,29
43,29
723,29
496,29
684,29
444,29
332,29
894,29
139,29
794,29
844,29
969,29
753,29
682,29
620,29
972,29
146,29
527,29
59,29
733,29
750,29
835,29
613,29
243,29
928,29
725,29
294,29
683,29
77,29
697,29
54,29
546,29
339,29
593,29
331,29
99,29
804,29
121,29
681,29
155,29
208,29
688,29
878,29
777,29
476,29
934,29
267,29
308,29
213,29
700,29
78,29
522,29
964,29
732,29
351,29
195,29
29,29
429,29
507,29
249,29
203,29
56,29
283,29
67,29
806,29
774,29
971,29
558,29
91,29
465,29
889,29
606,29
241,29
184,29
833,29
199,29
775,29
37,29
786,29
797,29
141,29
150,29
87,29
602,29
631,29
761,29
764,29
787,29
918,29
376,29
724,29
852,29
617,29
4,29
275,29
96,29
962,29
865,29
855,29
125,29
28,29
65,29
557,29
233,29
524,29
663,29
584,29
795,29
808,29
819,29
409,29
714,29
26,29
189,29
718,29
206,29
454,29
437,29
352,29
581,29
588,29
68,29
427,29
676,29
879,29
998,29
615,29
386,29
170,29
467,29
264,29
757,29
497,29
643,29
799,29
84,29
322,29
173,29
399,29
153,29
771,29
706,29
66,29
340,29
551,29
273,29
548,29
76,29
838,29
784,29
850,29
511,29
872,29
156,29
566,29
369,29
160,29
990,29
400,29
10,29
924,29
159,29
57,29
703,29
201,29
324,29
60,29
234,29
209,29
896,29
760,29
731,29
462,29
47,29
953,29
843,29
181,29
518,29
138,29
912,29
278,29
737,29
785,29
85,29
827,29
300,29
834,29
436,29
499,29
543,29
183,29
285,29
911,29
882,29
42,29
857,29
530,29
229,29
144,29
796,29
323,29
80,29
919,29
561,29
949,29
597,29
938,29
88,29
365,29
271,29
570,29
751,29
231,29
220,29
147,29
167,29
564,29
793,29
816,29
458,29
608,29
603,29
6,29
639,29
528,29
526,29
36,29
108,29
250,29
127,29
699,29
64,29
102,29
847,29
217,29
916,29
83,29
468,29
712,29
394,29
424,29
207,29
235,29
132,29
672,29
952,29
622,29
129,29
191,29
401,29
931,29
304,29
225,29
571,29
128,29
654,29
391,29
946,29
762,29
32,29
772,29
801,29
529,29
18,29
717,29
848,29
539,29
453,29
773,29
960,29
131,29
514,29
446,29
420,29
63,29
337,29
62,29
621,29
12,29
735,29
182,29
618,29
921,29
134,29
310,29
740,29
90,29
828,29
614,29
448,29
405,29
755,29
190,29
906,29
495,29
33,29
691,29
19,29
854,29
317,29
347,29
397,29
970,29
673,29
875,29
479,29
123,29
885,29
79,29
252,29
171,29
789,29
920,29
92,29
115,29
859,29
858,29
677,29
288,29
898,29
500,29
197,29
930,29
274,29
521,29
999,29
976,29
715,29
135,29
432,29
219,29
290,29
287,29
891,29
422,29
227,29
329,29
94,29
172,29
158,29
151,29
